2023-10-26 00:00:47;100;232;368;0
2023-10-26 00:15:48;100;233;367;0
2023-10-26 00:30:49;100;232;368;0
2023-10-26 00:45:51;100;232;368;0
2023-10-26 01:00:48;100;232;368;0
2023-10-26 01:15:49;100;232;368;0
2023-10-26 01:30:50;100;233;367;0
2023-10-26 01:45:51;100;231;369;0
2023-10-26 02:00:47;100;233;367;0
2023-10-26 02:15:48;100;231;369;0
2023-10-26 02:30:48;100;231;369;0
2023-10-26 02:45:49;100;231;369;0
2023-10-26 03:00:49;100;233;367;0
2023-10-26 03:15:49;100;231;369;0
2023-10-26 03:30:50;100;231;369;0
2023-10-26 03:45:50;100;231;369;0
2023-10-26 04:00:50;100;232;368;0
2023-10-26 04:15:50;100;233;367;0
2023-10-26 04:30:49;100;231;369;0
2023-10-26 04:45:49;100;233;367;0
2023-10-26 05:00:49;100;233;367;0
2023-10-26 05:15:49;100;232;368;0
2023-10-26 05:30:49;100;232;368;0
2023-10-26 05:45:48;100;232;368;0
2023-10-26 06:00:48;100;232;368;0
2023-10-26 06:15:47;100;233;367;0
2023-10-26 06:30:47;100;232;368;0
2023-10-26 06:45:46;100;233;367;0
2023-10-26 07:00:51;100;233;367;0
2023-10-26 07:15:48;100;232;368;0
2023-10-26 07:30:51;100;232;368;0
2023-10-26 07:45:50;100;234;366;0
2023-10-26 08:00:54;100;232;368;0
2023-10-26 08:15:54;100;232;368;0
2023-10-26 08:30:55;100;232;368;0
2023-10-26 08:45:52;100;232;368;0
2023-10-26 09:00:54;100;232;368;0
2023-10-26 09:15:56;100;234;366;0
2023-10-26 09:30:55;100;232;368;0
2023-10-26 09:45:54;100;232;368;0
2023-10-26 10:00:57;100;234;366;0
2023-10-26 10:15:56;100;232;368;0
2023-10-26 10:30:56;100;234;366;0
2023-10-26 10:45:55;100;233;367;0
2023-10-26 11:00:56;100;233;367;0
2023-10-26 11:15:56;100;233;367;0
2023-10-26 11:30:57;100;234;366;0
2023-10-26 11:45:58;100;234;366;0
2023-10-26 12:00:58;100;234;366;0
2023-10-26 12:15:58;100;234;366;0
2023-10-26 12:30:58;100;232;368;0
2023-10-26 12:45:59;100;233;367;0
2023-10-26 13:00:55;100;234;366;0
2023-10-26 13:15:56;100;233;367;0
2023-10-26 13:30:56;100;233;367;0
2023-10-26 13:45:57;100;234;366;0
2023-10-26 14:00:58;100;233;367;0
2023-10-26 14:15:59;100;233;367;0
2023-10-26 14:30:57;100;233;367;0
2023-10-26 14:45:59;100;234;366;0
2023-10-26 15:00:56;100;233;367;0
2023-10-26 15:15:56;100;234;366;0
2023-10-26 15:30:56;100;233;367;0
2023-10-26 15:45:55;100;234;366;0
2023-10-26 16:00:55;100;232;368;0
2023-10-26 16:15:55;100;234;366;0
2023-10-26 16:30:55;100;234;366;0
2023-10-26 16:45:54;100;233;367;0
2023-10-26 17:00:58;100;234;366;0
2023-10-26 17:15:58;100;235;365;0
2023-10-26 17:30:59;100;234;366;0
2023-10-26 17:45:54;100;233;367;0
2023-10-26 18:00:57;100;233;367;0
2023-10-26 18:15:56;100;234;366;0
2023-10-26 18:30:55;100;235;365;0
2023-10-26 18:45:54;100;235;365;0
2023-10-26 19:00:57;100;234;366;0
2023-10-26 19:15:55;100;235;365;0
2023-10-26 19:30:51;100;235;365;0
2023-10-26 19:45:51;100;235;365;0
2023-10-26 20:00:51;100;233;367;0
2023-10-26 20:15:51;100;234;366;0
2023-10-26 20:30:50;100;234;366;0
2023-10-26 20:45:53;100;234;366;0
2023-10-26 21:00:52;100;235;365;0
2023-10-26 21:15:52;100;234;366;0
2023-10-26 21:30:51;100;234;366;0
2023-10-26 21:45:50;100;234;366;0
2023-10-26 22:00:54;100;235;365;0
2023-10-26 22:15:54;100;234;366;0
2023-10-26 22:30:53;100;236;364;0
2023-10-26 22:45:52;100;236;364;0
2023-10-26 23:00:52;100;236;364;0
2023-10-26 23:15:51;100;235;365;0
2023-10-26 23:30:50;100;235;365;0
2023-10-26 23:45:53;100;235;365;0
