2024-01-13 00:00:09;97;5;141
2024-01-13 00:01:15;97;5;141
2024-01-13 00:02:11;97;4;142
2024-01-13 00:03:11;97;5;141
2024-01-13 00:04:12;97;5;141
2024-01-13 00:05:13;97;4;142
2024-01-13 00:06:14;97;4;142
2024-01-13 00:07:09;97;4;142
2024-01-13 00:08:15;97;5;141
2024-01-13 00:09:11;97;4;142
2024-01-13 00:10:11;97;5;141
2024-01-13 00:11:12;97;5;141
2024-01-13 00:12:13;97;5;141
2024-01-13 00:13:14;97;5;141
2024-01-13 00:14:09;97;5;141
2024-01-13 00:15:15;97;4;142
2024-01-13 00:16:11;97;5;141
2024-01-13 00:17:12;97;4;142
2024-01-13 00:18:12;97;5;141
2024-01-13 00:19:13;97;5;141
2024-01-13 00:20:14;97;5;141
2024-01-13 00:21:09;97;4;142
2024-01-13 00:22:15;97;5;141
2024-01-13 00:23:11;97;5;141
2024-01-13 00:24:12;97;5;141
2024-01-13 00:25:12;97;4;142
2024-01-13 00:26:13;97;5;141
2024-01-13 00:27:14;97;5;141
2024-01-13 00:28:10;97;4;142
2024-01-13 00:29:10;97;4;142
2024-01-13 00:30:11;97;5;141
2024-01-13 00:31:12;97;3;143
2024-01-13 00:32:13;97;4;142
2024-01-13 00:33:13;97;4;142
2024-01-13 00:34:14;97;4;142
2024-01-13 00:35:10;97;4;142
2024-01-13 00:36:10;97;3;143
2024-01-13 00:37:11;97;4;142
2024-01-13 00:38:12;97;4;142
2024-01-13 00:39:13;97;4;142
2024-01-13 00:40:14;97;3;143
2024-01-13 00:41:09;97;4;142
2024-01-13 00:42:15;97;4;142
2024-01-13 00:43:11;97;4;142
2024-01-13 00:44:11;97;4;142
2024-01-13 00:45:12;97;3;143
2024-01-13 00:46:13;97;5;141
2024-01-13 00:47:14;97;5;141
2024-01-13 00:48:09;97;5;141
2024-01-13 00:49:15;97;4;142
2024-01-13 00:50:11;97;4;142
2024-01-13 00:51:12;97;3;143
2024-01-13 00:52:12;97;4;142
2024-01-13 00:53:13;97;4;142
2024-01-13 00:54:14;97;4;142
2024-01-13 00:55:10;97;4;142
2024-01-13 00:56:10;97;4;142
2024-01-13 00:57:11;97;4;142
2024-01-13 00:58:12;97;4;142
2024-01-13 00:59:13;97;3;143
2024-01-13 01:00:13;97;4;142
2024-01-13 01:01:09;97;4;142
2024-01-13 01:02:15;97;4;142
2024-01-13 01:03:11;97;5;141
2024-01-13 01:04:11;97;5;141
2024-01-13 01:05:12;97;5;141
2024-01-13 01:06:13;97;4;142
2024-01-13 01:07:14;97;5;141
2024-01-13 01:08:09;97;5;141
2024-01-13 01:09:15;97;4;142
2024-01-13 01:10:11;97;4;142
2024-01-13 01:11:11;97;5;141
2024-01-13 01:12:12;97;5;141
2024-01-13 01:13:13;97;5;141
2024-01-13 01:14:14;97;4;142
2024-01-13 01:15:09;97;4;142
2024-01-13 01:16:15;97;5;141
2024-01-13 01:17:11;97;5;141
2024-01-13 01:18:12;97;5;141
2024-01-13 01:19:12;97;5;141
2024-01-13 01:20:13;97;5;141
2024-01-13 01:21:14;97;5;141
2024-01-13 01:22:09;97;5;141
2024-01-13 01:23:15;97;5;141
2024-01-13 01:24:11;97;4;142
2024-01-13 01:25:12;97;3;143
2024-01-13 01:26:12;97;4;142
2024-01-13 01:27:13;97;4;142
2024-01-13 01:28:14;97;3;143
2024-01-13 01:29:09;97;4;142
2024-01-13 01:30:10;97;4;142
2024-01-13 01:31:11;97;4;142
2024-01-13 01:32:12;97;3;143
2024-01-13 01:33:13;97;4;142
2024-01-13 01:34:13;97;5;141
2024-01-13 01:35:14;97;5;141
2024-01-13 01:36:10;97;4;142
2024-01-13 01:37:10;97;5;141
2024-01-13 01:38:11;97;5;141
2024-01-13 01:39:12;97;5;141
2024-01-13 01:40:13;97;5;141
2024-01-13 01:41:13;97;3;143
2024-01-13 01:42:09;97;4;142
2024-01-13 01:43:15;97;4;142
2024-01-13 01:44:10;97;4;142
2024-01-13 01:45:11;97;4;142
2024-01-13 01:46:12;97;4;142
2024-01-13 01:47:13;97;4;142
2024-01-13 01:48:14;97;4;142
2024-01-13 01:49:09;97;4;142
2024-01-13 01:50:15;97;3;143
2024-01-13 01:51:11;97;4;142
2024-01-13 01:52:11;97;4;142
2024-01-13 01:53:12;97;4;142
2024-01-13 01:54:13;97;4;142
2024-01-13 01:55:14;97;4;142
2024-01-13 01:56:09;97;4;142
2024-01-13 01:57:15;97;4;142
2024-01-13 01:58:11;97;4;142
2024-01-13 01:59:12;97;5;141
2024-01-13 02:00:12;97;5;141
2024-01-13 02:01:13;97;4;142
2024-01-13 02:02:14;97;5;141
2024-01-13 02:03:09;97;5;141
2024-01-13 02:04:15;97;4;142
2024-01-13 02:05:11;97;3;143
2024-01-13 02:06:12;97;3;143
2024-01-13 02:07:12;97;4;142
2024-01-13 02:08:13;97;3;143
2024-01-13 02:09:14;97;4;142
2024-01-13 02:10:09;97;4;142
2024-01-13 02:11:15;97;4;142
2024-01-13 02:12:11;97;3;143
2024-01-13 02:13:12;97;4;142
2024-01-13 02:14:12;97;4;142
2024-01-13 02:15:13;97;4;142
2024-01-13 02:16:14;97;4;142
2024-01-13 02:17:10;97;4;142
2024-01-13 02:18:10;97;4;142
2024-01-13 02:19:11;97;3;143
2024-01-13 02:20:12;97;3;143
2024-01-13 02:21:13;97;4;142
2024-01-13 02:22:13;97;4;142
2024-01-13 02:23:14;96;3;143
2024-01-13 02:24:10;96;4;142
2024-01-13 02:25:10;96;4;142
2024-01-13 02:26:11;97;4;142
2024-01-13 02:27:12;97;4;142
2024-01-13 02:28:13;97;3;143
2024-01-13 02:29:13;96;4;142
2024-01-13 02:30:14;97;4;142
2024-01-13 02:31:09;97;4;142
2024-01-13 02:32:15;97;3;143
2024-01-13 02:33:11;97;4;142
2024-01-13 02:34:12;96;5;141
2024-01-13 02:35:12;96;5;141
2024-01-13 02:36:13;96;4;142
2024-01-13 02:37:14;96;4;142
2024-01-13 02:38:09;96;4;142
2024-01-13 02:39:15;96;5;141
2024-01-13 02:40:11;96;5;141
2024-01-13 02:41:12;96;3;143
2024-01-13 02:42:12;96;3;143
2024-01-13 02:43:13;96;5;141
2024-01-13 02:44:14;96;5;141
2024-01-13 02:45:09;96;4;142
2024-01-13 02:46:15;96;4;142
2024-01-13 02:47:11;96;4;142
2024-01-13 02:48:12;96;4;142
2024-01-13 02:49:12;96;4;142
2024-01-13 02:50:13;97;4;142
2024-01-13 02:51:14;96;3;143
2024-01-13 02:52:09;96;4;142
2024-01-13 02:53:15;96;3;143
2024-01-13 02:54:11;96;4;142
2024-01-13 02:55:11;96;4;142
2024-01-13 02:56:12;96;4;142
2024-01-13 02:57:13;96;4;142
2024-01-13 02:58:14;96;4;142
2024-01-13 02:59:09;96;5;141
2024-01-13 03:00:15;96;5;141
2024-01-13 03:01:11;96;4;142
2024-01-13 03:02:11;97;5;141
2024-01-13 03:03:12;96;4;142
2024-01-13 03:04:13;96;4;142
2024-01-13 03:05:14;96;4;142
2024-01-13 03:06:09;96;4;142
2024-01-13 03:07:15;96;3;143
2024-01-13 03:08:11;96;4;142
2024-01-13 03:09:11;96;3;143
2024-01-13 03:10:12;96;4;142
2024-01-13 03:11:13;96;4;142
2024-01-13 03:12:13;96;3;143
2024-01-13 03:13:09;96;4;142
2024-01-13 03:14:15;96;4;142
2024-01-13 03:15:10;96;4;142
2024-01-13 03:16:11;96;4;142
2024-01-13 03:17:12;96;4;142
2024-01-13 03:18:13;96;5;141
2024-01-13 03:19:13;96;5;141
2024-01-13 03:20:14;96;5;141
2024-01-13 03:21:09;96;5;141
2024-01-13 03:22:10;96;4;142
2024-01-13 03:23:11;96;4;142
2024-01-13 03:24:12;96;5;141
2024-01-13 03:25:12;96;4;142
2024-01-13 03:26:13;96;3;143
2024-01-13 03:27:14;96;4;142
2024-01-13 03:28:09;96;4;142
2024-01-13 03:29:15;96;4;142
2024-01-13 03:30:11;96;4;142
2024-01-13 03:31:12;96;4;142
2024-01-13 03:32:12;96;5;141
2024-01-13 03:33:13;96;5;141
2024-01-13 03:34:14;96;4;142
2024-01-13 03:35:09;96;5;141
2024-01-13 03:36:15;96;5;141
2024-01-13 03:37:11;96;4;142
2024-01-13 03:38:11;96;5;141
2024-01-13 03:39:12;96;5;141
2024-01-13 03:40:13;96;5;141
2024-01-13 03:41:13;96;5;141
2024-01-13 03:42:14;96;5;141
2024-01-13 03:43:10;96;5;141
2024-01-13 03:44:10;96;4;142
2024-01-13 03:45:11;96;5;141
2024-01-13 03:46:12;96;4;142
2024-01-13 03:47:12;96;4;142
2024-01-13 03:48:13;96;5;141
2024-01-13 03:49:14;96;5;141
2024-01-13 03:50:09;96;4;142
2024-01-13 03:51:15;96;5;141
2024-01-13 03:52:11;96;5;141
2024-01-13 03:53:11;96;5;141
2024-01-13 03:54:12;96;5;141
2024-01-13 03:55:13;96;4;142
2024-01-13 03:56:14;96;5;141
2024-01-13 03:57:09;96;5;141
2024-01-13 03:58:15;96;5;141
2024-01-13 03:59:10;96;4;142
2024-01-13 04:00:11;96;5;141
2024-01-13 04:01:12;96;4;142
2024-01-13 04:02:13;96;5;141
2024-01-13 04:03:13;96;4;142
2024-01-13 04:04:14;96;4;142
2024-01-13 04:05:09;96;5;141
2024-01-13 04:06:10;96;5;141
2024-01-13 04:07:11;96;4;142
2024-01-13 04:08:12;96;5;141
2024-01-13 04:09:12;96;4;142
2024-01-13 04:10:13;96;5;141
2024-01-13 04:11:14;96;5;141
2024-01-13 04:12:09;96;5;141
2024-01-13 04:13:15;96;5;141
2024-01-13 04:14:11;96;4;142
2024-01-13 04:15:11;96;5;141
2024-01-13 04:16:12;96;5;141
2024-01-13 04:17:13;96;4;142
2024-01-13 04:18:14;96;5;141
2024-01-13 04:19:09;96;5;141
2024-01-13 04:20:15;96;5;141
2024-01-13 04:21:10;96;5;141
2024-01-13 04:22:11;96;5;141
2024-01-13 04:23:12;96;5;141
2024-01-13 04:24:13;96;5;141
2024-01-13 04:25:13;96;5;141
2024-01-13 04:26:14;96;5;141
2024-01-13 04:27:09;96;5;141
2024-01-13 04:28:15;96;5;141
2024-01-13 04:29:11;96;5;141
2024-01-13 04:30:12;96;5;141
2024-01-13 04:31:12;96;4;142
2024-01-13 04:32:13;96;4;142
2024-01-13 04:33:14;96;4;142
2024-01-13 04:34:09;96;5;141
2024-01-13 04:35:15;96;5;141
2024-01-13 04:36:11;96;4;142
2024-01-13 04:37:11;96;4;142
2024-01-13 04:38:12;96;4;142
2024-01-13 04:39:13;96;5;141
2024-01-13 04:40:13;95;5;141
2024-01-13 04:41:14;96;5;141
2024-01-13 04:42:10;96;5;141
2024-01-13 04:43:10;96;5;141
2024-01-13 04:44:11;96;5;141
2024-01-13 04:45:12;96;4;142
2024-01-13 04:46:12;96;4;142
2024-01-13 04:47:13;96;4;142
2024-01-13 04:48:14;96;4;142
2024-01-13 04:49:09;96;3;143
2024-01-13 04:50:15;96;4;142
2024-01-13 04:51:11;96;4;142
2024-01-13 04:52:11;96;4;142
2024-01-13 04:53:12;96;4;142
2024-01-13 04:54:13;96;4;142
2024-01-13 04:55:13;96;4;142
2024-01-13 04:56:09;96;4;142
2024-01-13 04:57:15;96;4;142
2024-01-13 04:58:10;96;4;142
2024-01-13 04:59:11;96;3;143
2024-01-13 05:00:12;96;4;142
2024-01-13 05:01:12;96;4;142
2024-01-13 05:02:13;96;4;142
2024-01-13 05:03:14;96;4;142
2024-01-13 05:04:09;96;4;142
2024-01-13 05:05:15;96;4;142
2024-01-13 05:06:11;96;4;142
2024-01-13 05:07:11;96;3;143
2024-01-13 05:08:12;96;4;142
2024-01-13 05:09:13;96;3;143
2024-01-13 05:10:13;96;4;142
2024-01-13 05:11:14;96;4;142
2024-01-13 05:12:09;96;4;142
2024-01-13 05:13:15;96;4;142
2024-01-13 05:14:11;96;4;142
2024-01-13 05:15:11;96;3;143
2024-01-13 05:16:12;96;4;142
2024-01-13 05:17:13;96;4;142
2024-01-13 05:18:14;96;4;142
2024-01-13 05:19:09;96;5;141
2024-01-13 05:20:15;96;4;142
2024-01-13 05:21:10;96;4;142
2024-01-13 05:22:11;96;4;142
2024-01-13 05:23:12;96;4;142
2024-01-13 05:24:12;96;5;141
2024-01-13 05:25:13;96;5;141
2024-01-13 05:26:14;96;5;141
2024-01-13 05:27:09;96;5;141
2024-01-13 05:28:15;96;5;141
2024-01-13 05:29:10;96;5;141
2024-01-13 05:30:11;96;5;141
2024-01-13 05:31:12;96;4;142
2024-01-13 05:32:13;96;4;142
2024-01-13 05:33:13;96;4;142
2024-01-13 05:34:14;96;4;142
2024-01-13 05:35:09;96;4;142
2024-01-13 05:36:15;96;3;143
2024-01-13 05:37:11;96;4;142
2024-01-13 05:38:11;96;4;142
2024-01-13 05:39:12;96;3;143
2024-01-13 05:40:13;96;4;142
2024-01-13 05:41:13;96;4;142
2024-01-13 05:42:14;96;4;142
2024-01-13 05:43:09;96;3;143
2024-01-13 05:44:15;96;3;143
2024-01-13 05:45:11;96;5;141
2024-01-13 05:46:11;96;4;142
2024-01-13 05:47:12;96;5;141
2024-01-13 05:48:13;96;3;143
2024-01-13 05:49:13;96;3;143
2024-01-13 05:50:14;96;4;142
2024-01-13 05:51:09;96;4;142
2024-01-13 05:52:10;96;4;142
2024-01-13 05:53:11;96;4;142
2024-01-13 05:54:12;96;5;141
2024-01-13 05:55:12;96;4;142
2024-01-13 05:56:13;96;4;142
2024-01-13 05:57:14;96;4;142
2024-01-13 05:58:09;96;4;142
2024-01-13 05:59:15;96;3;143
2024-01-13 06:00:10;96;4;142
2024-01-13 06:01:11;96;4;142
2024-01-13 06:02:12;96;4;142
2024-01-13 06:03:12;96;4;142
2024-01-13 06:04:13;96;5;141
2024-01-13 06:05:14;96;5;141
2024-01-13 06:06:09;96;5;141
2024-01-13 06:07:15;96;5;141
2024-01-13 06:08:10;96;5;141
2024-01-13 06:09:11;96;4;142
2024-01-13 06:10:12;96;5;141
2024-01-13 06:11:12;96;5;141
2024-01-13 06:12:13;96;5;141
2024-01-13 06:13:14;96;4;142
2024-01-13 06:14:09;96;5;141
2024-01-13 06:15:15;97;5;141
2024-01-13 06:16:11;96;5;141
2024-01-13 06:17:11;96;4;142
2024-01-13 06:18:12;96;4;142
2024-01-13 06:19:13;96;4;142
2024-01-13 06:20:13;96;4;142
2024-01-13 06:21:14;96;4;142
2024-01-13 06:22:09;96;4;142
2024-01-13 06:23:15;96;4;142
2024-01-13 06:24:11;96;4;142
2024-01-13 06:25:11;96;4;142
2024-01-13 06:26:12;96;4;142
2024-01-13 06:27:13;96;4;142
2024-01-13 06:28:13;96;3;143
2024-01-13 06:29:14;96;4;142
2024-01-13 06:30:09;96;4;142
2024-01-13 06:31:15;96;4;142
2024-01-13 06:32:11;96;4;142
2024-01-13 06:33:11;96;3;143
2024-01-13 06:34:12;96;4;142
2024-01-13 06:35:13;96;4;142
2024-01-13 06:36:13;96;4;142
2024-01-13 06:37:14;96;3;143
2024-01-13 06:38:09;96;3;143
2024-01-13 06:39:15;96;4;142
2024-01-13 06:40:11;96;4;142
2024-01-13 06:41:11;96;4;142
2024-01-13 06:42:12;96;3;143
2024-01-13 06:43:13;96;4;142
2024-01-13 06:44:13;96;4;142
2024-01-13 06:45:14;96;3;143
2024-01-13 06:46:09;96;4;142
2024-01-13 06:47:10;96;4;142
2024-01-13 06:48:11;96;4;142
2024-01-13 06:49:11;96;4;142
2024-01-13 06:50:12;96;4;142
2024-01-13 06:51:13;96;4;142
2024-01-13 06:52:13;96;4;142
2024-01-13 06:53:09;96;3;143
2024-01-13 06:54:15;96;4;142
2024-01-13 06:55:10;96;4;142
2024-01-13 06:56:11;96;4;142
2024-01-13 06:57:12;96;4;142
2024-01-13 06:58:12;96;4;142
2024-01-13 06:59:13;96;4;142
2024-01-13 07:00:14;96;4;142
2024-01-13 07:01:09;96;3;143
2024-01-13 07:02:15;96;3;143
2024-01-13 07:03:10;96;4;142
2024-01-13 07:04:11;96;5;141
2024-01-13 07:05:12;96;5;141
2024-01-13 07:06:12;96;4;142
2024-01-13 07:07:13;96;4;142
2024-01-13 07:08:14;96;4;142
2024-01-13 07:09:09;96;4;142
2024-01-13 07:10:15;96;5;141
