Fecha;(1) Presion Atmosferica (hPa);Lluvia Caida (mm);(6) Vel. Viento (Km/h);(8) Dir. Viento (grados);(9) Vel. Rafaga (Km/h);(10) Dir. Rafaga (grados);(11) Temperatura de Aire exterior (°C);(12) Humedad de Aire exterior (%);(15) Radiacion Solar (w/m2);(16) Bateria ADQ (Vcc)
01-01-2023 00:00;1003.00;0.00;0.40;87.00;3.30;83.00;27.60;70.00;0.00;6.52
01-01-2023 00:15;1002.90;0.00;0.00;68.00;4.40;80.00;27.90;64.00;0.00;6.52
01-01-2023 00:30;1002.50;0.00;3.10;74.00;8.80;81.00;28.40;59.00;0.00;6.52
01-01-2023 00:45;1002.20;0.00;5.40;77.00;13.10;89.00;28.60;55.00;0.00;6.52
01-01-2023 01:00;1002.30;0.00;2.90;41.00;16.40;102.00;29.30;51.00;0.00;6.52
01-01-2023 01:15;1002.20;0.00;3.70;54.00;14.20;24.00;28.80;54.00;0.00;6.52
01-01-2023 01:30;1002.10;0.00;2.60;61.00;10.90;5.00;28.20;57.00;0.00;6.52
01-01-2023 01:45;1001.80;0.00;2.30;93.00;8.80;11.00;27.80;60.00;0.00;6.52
01-01-2023 02:00;1001.60;0.00;1.10;72.00;6.60;129.00;27.30;61.00;0.00;6.52
01-01-2023 02:15;1001.60;0.00;0.90;101.00;4.40;105.00;27.10;63.00;0.00;6.52
01-01-2023 02:30;1001.60;0.00;0.30;72.00;3.30;42.00;27.00;63.00;0.00;6.51
01-01-2023 02:45;1001.50;0.00;1.30;70.00;5.50;76.00;27.10;61.00;0.00;6.51
01-01-2023 03:00;1001.40;0.00;0.50;49.00;3.30;56.00;27.10;58.00;0.00;6.51
01-01-2023 03:15;1001.20;0.00;0.20;55.00;2.20;55.00;27.10;58.00;0.00;6.51
01-01-2023 03:30;1001.10;0.00;0.10;46.00;2.20;72.00;27.00;58.00;0.00;6.51
01-01-2023 03:45;1000.70;0.00;0.00;55.00;3.30;48.00;26.90;57.00;0.00;6.51
01-01-2023 04:00;1000.40;0.00;1.00;57.00;8.80;343.00;26.90;57.00;0.00;6.51
01-01-2023 04:15;1000.30;0.00;1.70;37.00;9.80;59.00;26.80;58.00;0.00;6.50
01-01-2023 04:30;1000.30;0.00;0.90;41.00;5.50;31.00;26.70;56.00;0.00;6.50
01-01-2023 04:45;1000.20;0.00;1.10;50.00;5.50;67.00;26.90;55.00;0.00;6.50
01-01-2023 05:00;1000.60;0.00;0.10;44.00;3.30;62.00;27.10;53.00;0.00;6.50
01-01-2023 05:15;1002.90;0.00;10.60;243.00;19.50;255.00;27.10;59.00;0.00;6.50
01-01-2023 05:30;1003.50;0.00;4.70;255.00;17.50;239.00;27.70;53.00;0.00;6.50
01-01-2023 05:45;1004.30;0.00;5.90;240.00;16.40;216.00;28.20;51.00;0.00;6.50
01-01-2023 06:00;1004.70;0.00;6.90;247.00;14.20;224.00;28.30;52.00;0.00;6.50
01-01-2023 06:15;1004.80;0.00;5.60;236.00;17.50;244.00;27.50;57.00;0.00;6.50
01-01-2023 06:30;1005.60;0.00;4.80;243.00;13.10;254.00;26.50;66.00;0.00;6.49
01-01-2023 06:45;1006.20;0.50;11.70;241.00;30.30;246.00;23.50;99.00;0.00;6.49
01-01-2023 07:00;1006.40;0.00;7.00;240.00;18.60;234.00;23.50;99.00;0.00;6.48
01-01-2023 07:15;1006.10;0.00;5.80;234.00;16.40;214.00;23.30;99.00;0.00;6.48
01-01-2023 07:30;1006.20;0.25;2.90;238.00;8.80;240.00;22.60;99.00;0.00;6.48
01-01-2023 07:45;1006.10;0.75;1.70;230.00;9.80;236.00;22.30;99.00;0.00;6.47
01-01-2023 08:00;1006.20;0.00;0.30;240.00;3.30;231.00;22.30;99.00;5.00;6.47
01-01-2023 08:15;1006.40;0.00;0.00;255.00;3.30;225.00;22.30;99.00;11.00;6.47
01-01-2023 08:30;1006.40;0.00;0.00;242.00;0.10;237.00;22.50;99.00;0.00;6.47
01-01-2023 08:45;1006.10;0.00;0.00;136.00;0.00;200.00;22.70;99.00;11.00;6.47
01-01-2023 09:00;1005.80;0.50;0.00;88.00;0.00;87.00;22.90;99.00;16.00;6.47
01-01-2023 09:15;1005.60;0.00;0.40;113.00;3.30;119.00;22.70;99.00;40.00;6.47
01-01-2023 09:30;1005.10;0.00;0.20;103.00;4.40;117.00;22.80;99.00;23.00;6.47
01-01-2023 09:45;1004.90;0.00;1.10;97.00;6.60;67.00;22.90;98.00;24.00;6.47
01-01-2023 10:00;1004.50;0.00;3.80;100.00;10.90;80.00;23.30;99.00;94.00;6.51
01-01-2023 10:15;1004.50;0.00;6.10;83.00;13.10;72.00;23.80;99.00;200.00;6.57
01-01-2023 10:30;1003.90;0.25;6.70;79.00;13.10;88.00;23.90;99.00;142.00;6.55
01-01-2023 10:45;1002.90;0.00;9.70;82.00;15.30;87.00;23.90;99.00;215.00;6.65
01-01-2023 11:00;1002.50;0.00;9.30;86.00;16.40;79.00;24.90;99.00;331.00;6.77
01-01-2023 11:15;1002.80;0.00;8.10;92.00;17.50;68.00;26.40;91.00;657.00;6.78
01-01-2023 11:30;1002.10;0.00;10.20;80.00;16.40;108.00;24.90;98.00;96.00;6.65
01-01-2023 11:45;1004.20;0.00;8.80;170.00;26.70;246.00;24.20;98.00;42.00;6.60
01-01-2023 12:00;1003.70;0.00;8.40;194.00;33.90;238.00;25.30;82.00;4.00;6.57
01-01-2023 12:15;1005.90;0.25;3.80;274.00;15.30;274.00;24.50;98.00;16.00;6.54
01-01-2023 12:30;1005.90;0.50;3.80;240.00;13.10;215.00;23.00;99.00;0.00;6.51
01-01-2023 12:45;1005.70;0.50;4.90;232.00;10.90;216.00;22.50;99.00;15.00;6.49
01-01-2023 13:00;1004.50;0.50;4.80;216.00;16.40;247.00;22.50;99.00;54.00;6.49
01-01-2023 13:15;1004.80;0.00;6.90;215.00;17.50;239.00;23.40;99.00;377.00;6.83
01-01-2023 13:30;1004.80;0.00;9.30;218.00;20.40;250.00;25.00;99.00;1042.00;6.86
01-01-2023 13:45;1005.00;0.00;10.10;227.00;22.20;262.00;24.40;99.00;577.00;6.83
01-01-2023 14:00;1005.10;0.00;11.50;236.00;25.80;244.00;22.70;99.00;124.00;6.67
01-01-2023 14:15;1004.30;0.25;4.40;202.00;23.10;210.00;22.30;99.00;32.00;6.62
01-01-2023 14:30;1004.90;3.50;1.90;175.00;10.90;98.00;22.00;99.00;36.00;6.60
01-01-2023 14:45;1005.00;1.00;1.90;194.00;6.60;224.00;21.70;99.00;62.00;6.58
01-01-2023 15:00;1004.40;0.25;1.60;130.00;6.60;136.00;22.10;99.00;76.00;6.57
01-01-2023 15:15;1003.70;0.00;3.20;126.00;8.80;156.00;21.90;99.00;89.00;6.57
01-01-2023 15:30;1004.30;0.25;1.00;143.00;7.70;116.00;22.30;99.00;147.00;6.58
01-01-2023 15:45;1004.50;0.00;2.80;86.00;5.50;82.00;22.90;99.00;219.00;6.72
01-01-2023 16:00;1004.60;0.00;2.80;59.00;10.90;66.00;23.20;97.00;268.00;6.71
01-01-2023 16:15;1004.30;0.00;3.00;78.00;8.80;82.00;23.30;98.00;200.00;6.72
01-01-2023 16:30;1004.30;0.00;2.30;139.00;7.70;73.00;23.50;98.00;231.00;6.70
01-01-2023 16:45;1004.20;0.00;2.30;198.00;10.90;229.00;23.70;99.00;196.00;6.75
01-01-2023 17:00;1003.90;0.00;3.20;203.00;7.70;160.00;24.70;99.00;413.00;6.78
01-01-2023 17:15;1003.80;0.00;4.90;226.00;12.00;210.00;25.10;99.00;370.00;6.85
01-01-2023 17:30;1003.70;0.00;6.40;238.00;17.50;273.00;25.40;99.00;429.00;6.83
01-01-2023 17:45;1003.80;0.00;7.30;226.00;13.10;216.00;26.40;99.00;540.00;6.86
01-01-2023 18:00;1003.70;0.00;7.00;229.00;15.30;230.00;25.60;98.00;395.00;6.76
01-01-2023 18:15;1003.90;0.00;7.40;228.00;16.40;205.00;25.80;99.00;354.00;6.76
01-01-2023 18:30;1004.00;0.00;6.30;226.00;15.30;239.00;25.20;99.00;214.00;6.69
01-01-2023 18:45;1004.10;0.00;8.40;233.00;16.40;214.00;25.30;99.00;239.00;6.67
01-01-2023 19:00;1004.50;0.00;7.90;231.00;14.20;235.00;24.60;99.00;217.00;6.63
01-01-2023 19:15;1004.40;0.00;5.70;239.00;13.10;225.00;25.10;99.00;198.00;6.61
01-01-2023 19:30;1004.60;0.00;3.70;223.00;10.90;172.00;24.90;99.00;151.00;6.60
01-01-2023 19:45;1004.50;0.00;2.60;228.00;10.90;201.00;24.30;99.00;100.00;6.59
01-01-2023 20:00;1004.50;0.00;1.10;199.00;7.70;227.00;24.00;99.00;41.00;6.58
01-01-2023 20:15;1004.50;0.00;1.50;169.00;6.60;132.00;23.70;99.00;1.00;6.57
01-01-2023 20:30;1004.90;0.00;0.40;184.00;4.40;144.00;23.30;99.00;0.00;6.55
01-01-2023 20:45;1005.10;0.00;0.00;179.00;1.10;188.00;22.80;99.00;0.00;6.54
01-01-2023 21:00;1005.50;0.00;0.10;183.00;2.20;184.00;22.60;99.00;0.00;6.53
01-01-2023 21:15;1005.60;0.00;0.00;182.00;1.10;187.00;22.40;99.00;0.00;6.52
01-01-2023 21:30;1005.70;0.00;0.00;181.00;1.10;192.00;22.20;99.00;0.00;6.51
01-01-2023 21:45;1005.90;0.00;0.10;176.00;0.10;177.00;22.00;99.00;0.00;6.51
01-01-2023 22:00;1006.10;0.00;0.10;176.00;0.10;173.00;22.00;99.00;0.00;6.50
01-01-2023 22:15;1006.20;0.00;0.10;169.00;2.20;188.00;21.80;99.00;0.00;6.49
01-01-2023 22:30;1006.30;0.00;0.00;173.00;1.10;167.00;21.70;99.00;0.00;6.49
01-01-2023 22:45;1006.70;0.00;0.20;183.00;2.20;191.00;21.60;99.00;0.00;6.48
01-01-2023 23:00;1007.00;0.00;0.00;185.00;2.20;192.00;21.30;99.00;0.00;6.48
01-01-2023 23:15;1007.30;0.00;0.00;179.00;1.10;187.00;21.30;99.00;0.00;6.47
01-01-2023 23:30;1007.30;0.00;0.00;185.00;1.10;196.00;21.20;99.00;0.00;6.47
01-01-2023 23:45;1007.30;0.00;0.00;182.00;0.10;183.00;21.10;99.00;0.00;6.46
02-01-2023 00:00;1007.10;0.00;0.00;185.00;0.10;184.00;21.00;99.00;0.00;6.46
02-01-2023 00:15;1007.00;0.00;0.10;182.00;0.10;183.00;20.90;99.00;0.00;6.46
02-01-2023 00:30;1007.10;0.00;0.10;181.00;0.10;183.00;20.70;99.00;0.00;6.46
02-01-2023 00:45;1007.40;0.00;0.10;183.00;0.10;178.00;20.70;99.00;0.00;6.45
02-01-2023 01:00;1007.40;0.00;0.10;182.00;0.10;183.00;20.60;99.00;0.00;6.45
02-01-2023 01:15;1007.40;0.00;0.10;182.00;0.10;180.00;20.50;99.00;0.00;6.45
02-01-2023 01:30;1007.60;0.00;0.10;184.00;1.10;191.00;20.40;99.00;0.00;6.45
02-01-2023 01:45;1007.50;0.00;0.30;192.00;5.50;202.00;20.50;99.00;0.00;6.45
02-01-2023 02:00;1007.70;0.00;3.30;228.00;8.80;259.00;21.00;98.00;0.00;6.45
02-01-2023 02:15;1007.90;0.00;6.00;238.00;13.10;192.00;20.90;97.00;0.00;6.45
02-01-2023 02:30;1007.50;0.00;5.90;236.00;13.10;236.00;20.30;98.00;0.00;6.45
02-01-2023 02:45;1007.60;0.00;4.50;239.00;9.80;230.00;20.20;98.00;0.00;6.45
02-01-2023 03:00;1007.40;0.00;6.80;237.00;18.60;213.00;19.80;98.00;0.00;6.45
02-01-2023 03:15;1007.60;0.00;5.60;237.00;14.20;192.00;19.50;99.00;0.00;6.45
02-01-2023 03:30;1007.70;0.00;6.70;238.00;16.40;239.00;19.20;99.00;0.00;6.45
02-01-2023 03:45;1007.60;0.00;6.50;238.00;13.10;214.00;18.80;99.00;0.00;6.45
02-01-2023 04:00;1007.50;0.00;4.10;241.00;9.80;270.00;18.50;99.00;0.00;6.44
02-01-2023 04:15;1007.70;0.00;4.20;239.00;8.80;248.00;18.30;99.00;0.00;6.44
02-01-2023 04:30;1007.50;0.00;4.30;242.00;8.80;226.00;18.10;99.00;0.00;6.44
02-01-2023 04:45;1007.60;0.00;4.30;234.00;12.00;210.00;17.90;99.00;0.00;6.44
02-01-2023 05:00;1007.60;0.00;5.50;240.00;12.00;250.00;17.60;99.00;0.00;6.44
02-01-2023 05:15;1007.60;0.00;4.10;239.00;13.10;229.00;17.40;99.00;0.00;6.44
02-01-2023 05:30;1007.60;0.00;3.60;238.00;9.80;234.00;17.10;99.00;0.00;6.44
02-01-2023 05:45;1007.60;0.00;3.90;240.00;12.00;247.00;17.00;99.00;0.00;6.44
02-01-2023 06:00;1007.70;0.00;3.30;238.00;7.70;224.00;16.70;99.00;0.00;6.44
02-01-2023 06:15;1007.70;0.00;2.50;237.00;6.60;249.00;16.60;99.00;0.00;6.43
02-01-2023 06:30;1007.70;0.00;2.80;241.00;9.80;207.00;16.50;99.00;0.00;6.43
02-01-2023 06:45;1007.90;0.00;2.20;243.00;6.60;227.00;16.40;99.00;0.00;6.43
02-01-2023 07:00;1008.00;0.00;3.60;242.00;8.80;233.00;16.70;99.00;19.00;6.43
02-01-2023 07:15;1008.10;0.00;4.30;240.00;10.90;253.00;17.10;99.00;69.00;6.43
02-01-2023 07:30;1008.20;0.00;5.00;235.00;12.00;183.00;17.30;99.00;64.00;6.43
02-01-2023 07:45;1008.30;0.00;5.70;234.00;10.90;208.00;17.60;99.00;34.00;6.43
02-01-2023 08:00;1008.50;0.00;4.60;227.00;13.10;264.00;18.10;99.00;118.00;6.44
02-01-2023 08:15;1008.40;0.00;6.10;231.00;16.40;222.00;18.40;99.00;30.00;6.44
02-01-2023 08:30;1008.60;0.00;5.10;232.00;13.10;228.00;18.80;99.00;153.00;6.44
02-01-2023 08:45;1008.80;0.00;7.00;232.00;13.10;218.00;19.30;99.00;65.00;6.44
02-01-2023 09:00;1008.90;0.00;6.80;226.00;14.20;223.00;20.40;98.00;459.00;6.53
02-01-2023 09:15;1008.90;0.00;7.30;237.00;18.60;222.00;21.50;91.00;558.00;6.65
02-01-2023 09:30;1008.90;0.00;7.00;224.00;16.40;212.00;22.40;81.00;626.00;6.77
02-01-2023 09:45;1008.90;0.00;7.80;227.00;19.50;219.00;23.20;72.00;687.00;6.81
02-01-2023 10:00;1008.90;0.00;5.20;218.00;14.20;250.00;23.90;67.00;746.00;6.82
02-01-2023 10:15;1008.70;0.00;8.30;237.00;20.40;242.00;24.60;67.00;802.00;6.84
02-01-2023 10:30;1008.90;0.00;4.70;195.00;15.30;202.00;25.70;62.00;858.00;6.85
02-01-2023 10:45;1008.80;0.00;5.10;211.00;12.00;209.00;26.30;60.00;912.00;6.85
02-01-2023 11:00;1008.60;0.00;6.30;224.00;17.50;206.00;26.70;58.00;964.00;6.86
02-01-2023 11:15;1008.60;0.00;4.40;215.00;10.90;250.00;27.50;54.00;1010.00;6.86
02-01-2023 11:30;1008.60;0.00;5.60;236.00;14.20;280.00;28.00;53.00;1052.00;6.87
02-01-2023 11:45;1008.50;0.00;6.50;213.00;12.00;171.00;28.10;47.00;1092.00;6.87
02-01-2023 12:00;1008.50;0.00;6.50;220.00;18.60;256.00;28.70;47.00;1124.00;6.88
02-01-2023 12:15;1008.40;0.00;6.10;221.00;15.30;267.00;29.50;48.00;1150.00;6.88
02-01-2023 12:30;1008.20;0.00;4.80;193.00;10.90;181.00;30.40;45.00;1172.00;6.88
02-01-2023 12:45;1008.00;0.00;5.40;203.00;12.00;181.00;30.90;43.00;1192.00;6.88
02-01-2023 13:00;1007.90;0.00;4.90;181.00;16.40;254.00;31.30;43.00;1206.00;6.89
02-01-2023 13:15;1007.70;0.00;6.70;220.00;15.30;229.00;30.60;44.00;1216.00;6.89
02-01-2023 13:30;1007.60;0.00;6.20;208.00;13.10;197.00;31.50;43.00;1221.00;6.89
02-01-2023 13:45;1007.50;0.00;5.80;190.00;12.00;196.00;31.60;42.00;1217.00;6.89
02-01-2023 14:00;1007.30;0.00;4.40;202.00;14.20;219.00;33.00;41.00;1207.00;6.90
02-01-2023 14:15;1007.10;0.00;5.50;184.00;18.60;216.00;32.10;42.00;1191.00;6.90
02-01-2023 14:30;1006.90;0.00;5.40;194.00;13.10;172.00;33.00;40.00;1178.00;6.90
02-01-2023 14:45;1006.70;0.00;4.30;196.00;15.30;227.00;33.50;40.00;1156.00;6.90
02-01-2023 15:00;1006.30;0.00;3.80;161.00;10.90;134.00;34.00;35.00;1119.00;6.90
02-01-2023 15:15;1006.00;0.00;4.10;205.00;13.10;220.00;34.00;33.00;1081.00;6.91
02-01-2023 15:30;1005.80;0.00;4.00;197.00;13.10;154.00;34.10;36.00;1039.00;6.91
02-01-2023 15:45;1005.50;0.00;3.60;220.00;10.90;220.00;34.40;33.00;998.00;6.91
02-01-2023 16:00;1005.40;0.00;3.80;154.00;9.80;227.00;34.90;24.00;956.00;6.91
02-01-2023 16:15;1005.10;0.00;3.90;165.00;12.00;129.00;35.10;23.00;906.00;6.91
02-01-2023 16:30;1004.90;0.00;3.60;171.00;9.80;223.00;35.30;20.00;853.00;6.91
02-01-2023 16:45;1004.70;0.00;2.80;240.00;13.10;227.00;34.90;19.00;799.00;6.91
02-01-2023 17:00;1004.50;0.00;3.40;211.00;9.80;223.00;35.20;18.00;744.00;6.91
02-01-2023 17:15;1004.30;0.00;3.40;201.00;12.00;241.00;34.90;18.00;687.00;6.91
02-01-2023 17:30;1004.10;0.00;4.00;166.00;14.20;181.00;35.10;18.00;632.00;6.91
02-01-2023 17:45;1003.90;0.00;3.20;183.00;10.90;142.00;35.20;18.00;577.00;6.90
02-01-2023 18:00;1003.60;0.00;3.00;224.00;8.80;231.00;34.90;18.00;519.00;6.85
02-01-2023 18:15;1003.50;0.00;2.20;198.00;6.60;155.00;35.10;18.00;459.00;6.76
02-01-2023 18:30;1003.40;0.00;2.30;122.00;7.70;134.00;35.00;18.00;399.00;6.69
02-01-2023 18:45;1003.30;0.00;0.30;96.00;4.40;176.00;35.20;19.00;337.00;6.62
02-01-2023 19:00;1003.30;0.00;0.10;138.00;7.70;135.00;34.50;19.00;276.00;6.60
02-01-2023 19:15;1003.30;0.00;0.10;182.00;2.20;186.00;34.30;20.00;220.00;6.59
02-01-2023 19:30;1003.30;0.00;0.20;161.00;4.40;237.00;33.70;31.00;165.00;6.59
02-01-2023 19:45;1003.20;0.00;0.10;291.00;0.10;164.00;31.70;32.00;112.00;6.59
02-01-2023 20:00;1003.30;0.00;0.00;177.00;0.10;124.00;31.10;36.00;47.00;6.58
02-01-2023 20:15;1003.30;0.00;0.10;194.00;0.10;218.00;30.00;38.00;2.00;6.58
02-01-2023 20:30;1003.40;0.00;0.10;228.00;0.10;174.00;29.00;42.00;0.00;6.57
02-01-2023 20:45;1003.50;0.00;0.10;234.00;0.10;232.00;28.20;47.00;0.00;6.56
02-01-2023 21:00;1003.70;0.00;0.10;237.00;0.10;234.00;27.70;49.00;0.00;6.56
02-01-2023 21:15;1003.60;0.00;0.10;247.00;0.10;237.00;27.10;51.00;0.00;6.55
02-01-2023 21:30;1003.70;0.00;0.10;257.00;0.10;256.00;26.90;48.00;0.00;6.55
02-01-2023 21:45;1003.80;0.00;0.10;257.00;0.10;257.00;26.60;51.00;0.00;6.54
02-01-2023 22:00;1004.00;0.00;0.10;194.00;0.10;257.00;26.20;53.00;0.00;6.54
02-01-2023 22:15;1004.30;0.00;0.10;237.00;0.10;154.00;25.70;55.00;0.00;6.54
02-01-2023 22:30;1004.50;0.00;0.10;237.00;0.10;237.00;25.20;59.00;0.00;6.53
02-01-2023 22:45;1004.60;0.00;0.10;238.00;0.10;237.00;24.80;63.00;0.00;6.53
02-01-2023 23:00;1004.70;0.00;0.10;238.00;0.10;238.00;24.30;63.00;0.00;6.53
02-01-2023 23:15;1004.80;0.00;0.10;238.00;0.10;238.00;24.20;62.00;0.00;6.52
02-01-2023 23:30;1004.90;0.00;0.10;238.00;0.10;238.00;24.20;62.00;0.00;6.52
02-01-2023 23:45;1005.00;0.00;0.10;238.00;0.10;238.00;24.00;60.00;0.00;6.52
03-01-2023 00:00;1005.00;0.00;0.10;238.00;0.10;238.00;24.20;58.00;0.00;6.52
03-01-2023 00:15;1005.00;0.00;0.10;238.00;0.10;237.00;23.80;62.00;0.00;6.52
03-01-2023 00:30;1004.90;0.00;0.10;39.00;0.10;238.00;23.50;67.00;0.00;6.52
03-01-2023 00:45;1004.80;0.00;0.10;82.00;0.10;44.00;22.80;76.00;0.00;6.52
03-01-2023 01:00;1004.60;0.00;0.10;103.00;0.10;84.00;22.30;78.00;0.00;6.51
03-01-2023 01:15;1004.40;0.00;0.10;108.00;0.10;111.00;21.90;83.00;0.00;6.51
03-01-2023 01:30;1004.40;0.00;0.10;109.00;0.10;108.00;21.60;94.00;0.00;6.51
03-01-2023 01:45;1004.30;0.00;0.10;110.00;0.10;109.00;21.30;98.00;0.00;6.51
03-01-2023 02:00;1004.20;0.00;0.10;115.00;0.10;110.00;20.80;99.00;0.00;6.51
03-01-2023 02:15;1004.00;0.00;0.10;197.00;0.10;116.00;20.40;99.00;0.00;6.51
03-01-2023 02:30;1004.00;0.00;0.10;194.00;0.10;197.00;20.20;99.00;0.00;6.50
03-01-2023 02:45;1004.10;0.00;0.10;196.00;0.10;194.00;20.50;99.00;0.00;6.50
03-01-2023 03:00;1004.10;0.00;0.10;211.00;0.10;198.00;20.00;99.00;0.00;6.50
03-01-2023 03:15;1004.10;0.00;0.10;193.00;0.10;211.00;19.70;99.00;0.00;6.50
03-01-2023 03:30;1004.10;0.00;0.10;182.00;0.10;185.00;19.60;99.00;0.00;6.50
03-01-2023 03:45;1004.30;0.00;0.10;183.00;0.10;181.00;19.60;95.00;0.00;6.50
03-01-2023 04:00;1004.40;0.00;0.10;222.00;0.10;193.00;19.60;92.00;0.00;6.50
03-01-2023 04:15;1004.30;0.00;0.10;222.00;0.10;222.00;19.30;97.00;0.00;6.49
03-01-2023 04:30;1004.20;0.00;0.10;222.00;0.10;222.00;19.30;89.00;0.00;6.49
03-01-2023 04:45;1004.40;0.00;0.10;222.00;0.10;222.00;19.30;90.00;0.00;6.49
03-01-2023 05:00;1004.40;0.00;0.10;222.00;0.10;222.00;19.30;85.00;0.00;6.49
03-01-2023 05:15;1004.40;0.00;0.10;221.00;0.10;222.00;19.40;82.00;0.00;6.49
03-01-2023 05:30;1004.50;0.00;0.10;220.00;0.10;220.00;19.10;88.00;0.00;6.49
03-01-2023 05:45;1004.50;0.00;0.10;221.00;0.10;220.00;18.80;91.00;0.00;6.49
03-01-2023 06:00;1004.50;0.00;0.10;221.00;0.10;220.00;18.70;95.00;0.00;6.48
03-01-2023 06:15;1004.70;0.00;0.10;181.00;0.10;221.00;18.60;99.00;0.00;6.48
03-01-2023 06:30;1005.00;0.00;0.10;146.00;0.10;81.00;18.20;99.00;0.00;6.48
03-01-2023 06:45;1005.00;0.00;0.10;209.00;0.10;154.00;18.30;99.00;0.00;6.48
03-01-2023 07:00;1005.10;0.00;0.10;224.00;0.10;225.00;18.60;99.00;14.00;6.48
03-01-2023 07:15;1005.30;0.00;0.10;271.00;0.10;225.00;19.50;99.00;61.00;6.48
03-01-2023 07:30;1005.30;0.00;0.10;21.00;2.20;89.00;20.50;99.00;59.00;6.48
03-01-2023 07:45;1005.50;0.00;0.00;126.00;1.10;33.00;20.90;99.00;35.00;6.48
03-01-2023 08:00;1005.60;0.00;0.10;199.00;4.40;227.00;22.20;97.00;105.00;6.48
03-01-2023 08:15;1005.60;0.00;0.00;95.00;1.10;75.00;22.60;95.00;47.00;6.48
03-01-2023 08:30;1006.60;0.00;6.90;221.00;20.40;242.00;22.60;85.00;208.00;6.49
03-01-2023 08:45;1006.60;0.00;4.00;212.00;16.40;226.00;23.10;75.00;59.00;6.49
03-01-2023 09:00;1006.50;0.00;5.10;210.00;12.00;250.00;23.70;62.00;431.00;6.56
03-01-2023 09:15;1006.60;0.00;4.90;242.00;10.90;226.00;24.50;63.00;458.00;6.62
03-01-2023 09:30;1006.50;0.00;3.20;218.00;9.80;240.00;26.60;56.00;647.00;6.74
03-01-2023 09:45;1006.30;0.00;1.20;133.00;5.50;156.00;27.70;50.00;638.00;6.74
03-01-2023 10:00;1006.40;0.00;1.70;183.00;5.50;252.00;28.50;53.00;615.00;6.80
03-01-2023 10:15;1007.00;0.00;3.70;207.00;10.90;217.00;28.80;49.00;791.00;6.81
03-01-2023 10:30;1007.20;0.00;5.00;210.00;16.40;239.00;29.40;49.00;843.00;6.83
03-01-2023 10:45;1007.30;0.00;3.90;226.00;10.90;188.00;29.90;46.00;889.00;6.85
03-01-2023 11:00;1007.50;0.00;6.00;234.00;13.10;232.00;29.90;45.00;941.00;6.87
03-01-2023 11:15;1007.60;0.00;4.50;213.00;10.90;228.00;31.20;44.00;986.00;6.88
03-01-2023 11:30;1007.60;0.00;5.70;216.00;14.20;235.00;31.70;43.00;1003.00;6.88
03-01-2023 11:45;1007.80;0.00;6.20;205.00;14.20;178.00;32.20;40.00;1046.00;6.89
03-01-2023 12:00;1007.80;0.00;7.30;226.00;16.40;228.00;31.90;39.00;1090.00;6.89
03-01-2023 12:15;1007.60;0.00;5.30;211.00;16.40;235.00;32.60;39.00;1115.00;6.90
03-01-2023 12:30;1007.30;0.00;4.30;196.00;12.00;195.00;33.90;37.00;1137.00;6.90
03-01-2023 12:45;1007.10;0.00;4.20;154.00;10.90;168.00;34.20;35.00;1139.00;6.90
03-01-2023 13:00;1006.80;0.00;3.70;213.00;9.80;226.00;34.70;30.00;1164.00;6.90
03-01-2023 13:15;1006.30;0.00;2.70;147.00;12.00;175.00;35.30;17.00;1185.00;6.90
03-01-2023 13:30;1006.00;0.00;3.10;236.00;7.70;251.00;35.40;17.00;1184.00;6.91
03-01-2023 13:45;1005.70;0.00;2.10;103.00;8.80;71.00;36.30;17.00;1083.00;6.89
03-01-2023 14:00;1005.70;0.00;5.60;226.00;9.80;182.00;35.60;17.00;1211.00;6.91
03-01-2023 14:15;1005.70;0.00;3.20;224.00;10.90;228.00;35.90;17.00;1026.00;6.88
03-01-2023 14:30;1005.60;0.00;2.30;205.00;9.80;222.00;35.70;17.00;730.00;6.91
03-01-2023 14:45;1005.30;0.00;3.10;209.00;8.80;245.00;37.10;17.00;1190.00;6.92
03-01-2023 15:00;1005.20;0.00;5.30;226.00;14.20;191.00;36.30;17.00;1137.00;6.91
03-01-2023 15:15;1005.10;0.00;4.90;215.00;15.30;251.00;36.80;17.00;1077.00;6.92
03-01-2023 15:30;1005.10;0.00;4.70;152.00;10.90;132.00;36.60;17.00;932.00;6.92
03-01-2023 15:45;1004.90;0.00;5.50;206.00;14.20;226.00;36.30;17.00;990.00;6.92
03-01-2023 16:00;1004.90;0.00;6.60;210.00;14.20;186.00;35.00;18.00;856.00;6.92
03-01-2023 16:15;1004.90;0.00;4.80;206.00;17.50;213.00;35.10;18.00;807.00;6.90
03-01-2023 16:30;1004.80;0.00;4.40;222.00;12.00;244.00;36.10;18.00;792.00;6.92
03-01-2023 16:45;1004.50;0.00;2.70;218.00;10.90;240.00;36.80;17.00;793.00;6.92
03-01-2023 17:00;1004.40;0.00;3.10;169.00;7.70;236.00;37.10;18.00;728.00;6.91
03-01-2023 17:15;1004.30;0.00;2.60;192.00;13.10;243.00;36.70;18.00;597.00;6.90
03-01-2023 17:30;1004.20;0.00;3.50;196.00;13.10;230.00;36.30;18.00;580.00;6.91
03-01-2023 17:45;1004.20;0.00;3.60;174.00;12.00;247.00;36.30;19.00;527.00;6.81
03-01-2023 18:00;1004.00;0.00;1.10;119.00;7.70;116.00;34.70;29.00;227.00;6.69
