Fecha;(1) Presion Atmosferica (hPa);Lluvia Caida (mm);(6) Vel. Viento (Km/h);(8) Dir. Viento (grados);(9) Vel. Rafaga (Km/h);(10) Dir. Rafaga (grados);(11) Temperatura de Aire exterior (°C);(12) Humedad de Aire exterior (%);(15) Radiacion Solar (w/m2);(16) Bateria ADQ (Vcc)
09-01-2023 15:00;1006.40;0.00;3.50;202.00;10.90;251.00;39.50;17.00;1081.00;6.92
09-01-2023 15:15;1006.30;0.00;4.50;76.00;12.00;36.00;39.30;17.00;1052.00;6.92
09-01-2023 15:30;1006.20;0.00;3.90;64.00;10.90;66.00;39.20;17.00;1016.00;6.92
09-01-2023 15:45;1006.00;0.00;2.20;187.00;8.80;17.00;39.90;17.00;975.00;6.92
09-01-2023 16:00;1005.80;0.00;3.40;56.00;12.00;73.00;39.30;17.00;932.00;6.92
09-01-2023 16:15;1005.50;0.00;4.50;81.00;16.40;55.00;39.30;17.00;889.00;6.92
09-01-2023 16:30;1005.40;0.00;4.90;85.00;15.30;68.00;39.20;18.00;840.00;6.92
09-01-2023 16:45;1005.20;0.00;2.40;57.00;12.00;31.00;39.60;18.00;791.00;6.92
09-01-2023 17:00;1005.00;0.00;4.10;60.00;13.10;53.00;39.30;18.00;736.00;6.92
09-01-2023 17:15;1004.80;0.00;3.00;95.00;12.00;51.00;39.40;18.00;680.00;6.92
09-01-2023 17:30;1004.70;0.00;5.90;81.00;17.50;70.00;38.70;18.00;625.00;6.92
09-01-2023 17:45;1004.40;0.00;3.70;73.00;10.90;46.00;38.80;18.00;565.00;6.87
09-01-2023 18:00;1004.40;0.00;3.40;27.00;9.80;15.00;38.50;18.00;504.00;6.81
09-01-2023 18:15;1004.10;0.00;3.90;73.00;9.80;74.00;38.50;18.00;446.00;6.73
09-01-2023 18:30;1004.10;0.00;3.30;94.00;13.10;57.00;38.50;18.00;386.00;6.66
09-01-2023 18:45;1004.00;0.00;3.30;93.00;9.80;81.00;38.10;19.00;326.00;6.61
09-01-2023 19:00;1003.90;0.00;2.30;82.00;8.80;78.00;37.80;21.00;265.00;6.59
09-01-2023 19:15;1003.90;0.00;2.50;93.00;8.80;72.00;37.10;20.00;206.00;6.59
09-01-2023 19:30;1003.90;0.00;2.20;54.00;5.50;56.00;36.80;28.00;152.00;6.59
09-01-2023 19:45;1003.90;0.00;1.80;65.00;6.60;53.00;35.80;33.00;96.00;6.58
09-01-2023 20:00;1004.00;0.00;0.70;61.00;6.60;38.00;35.20;36.00;18.00;6.58
09-01-2023 20:15;1004.00;0.00;0.00;72.00;3.30;92.00;34.50;38.00;2.00;6.57
09-01-2023 20:30;1004.00;0.00;0.10;110.00;3.30;119.00;33.30;39.00;0.00;6.57
09-01-2023 20:45;1004.10;0.00;0.00;74.00;0.00;78.00;32.30;39.00;0.00;6.56
09-01-2023 21:00;1004.10;0.00;0.00;74.00;0.00;74.00;31.70;40.00;0.00;6.56
09-01-2023 21:15;1004.10;0.00;0.00;76.00;0.00;74.00;31.10;40.00;0.00;6.55
09-01-2023 21:30;1004.20;0.00;0.00;62.00;0.00;76.00;30.70;42.00;0.00;6.55
09-01-2023 21:45;1004.40;0.00;0.00;68.00;1.10;141.00;30.10;41.00;0.00;6.55
09-01-2023 22:00;1004.50;0.00;0.10;159.00;1.10;178.00;29.50;50.00;0.00;6.54
09-01-2023 22:15;1004.70;0.00;0.00;221.00;0.10;171.00;28.90;54.00;0.00;6.54
09-01-2023 22:30;1004.90;0.00;0.20;96.00;2.20;82.00;29.10;54.00;0.00;6.54
09-01-2023 22:45;1005.00;0.00;0.20;88.00;2.20;77.00;28.80;52.00;0.00;6.54
09-01-2023 23:00;1005.10;0.00;0.40;93.00;4.40;85.00;29.10;52.00;0.00;6.53
09-01-2023 23:15;1005.30;0.00;1.20;98.00;5.50;132.00;28.60;57.00;0.00;6.53
09-01-2023 23:30;1005.30;0.00;3.50;83.00;7.70;69.00;28.30;50.00;0.00;6.53
09-01-2023 23:45;1005.30;0.00;4.90;80.00;7.70;73.00;28.50;47.00;0.00;6.53
10-01-2023 00:00;1005.40;0.00;3.40;77.00;6.60;83.00;28.50;47.00;0.00;6.53
10-01-2023 00:15;1005.40;0.00;0.90;74.00;5.50;93.00;28.30;44.00;0.00;6.53
10-01-2023 00:30;1005.40;0.00;2.10;80.00;6.60;80.00;28.50;43.00;0.00;6.53
10-01-2023 00:45;1005.40;0.00;0.00;81.00;0.00;75.00;27.70;44.00;0.00;6.53
10-01-2023 01:00;1005.50;0.00;0.00;140.00;0.00;85.00;27.00;46.00;0.00;6.53
10-01-2023 01:15;1005.40;0.00;0.20;102.00;4.40;83.00;26.40;49.00;0.00;6.52
10-01-2023 01:30;1005.30;0.00;0.00;78.00;2.20;83.00;26.10;49.00;0.00;6.52
10-01-2023 01:45;1005.30;0.00;0.00;102.00;0.10;94.00;25.70;51.00;0.00;6.52
10-01-2023 02:00;1005.10;0.00;0.10;122.00;0.10;109.00;25.30;53.00;0.00;6.51
10-01-2023 02:15;1005.10;0.00;0.10;122.00;0.10;122.00;24.70;56.00;0.00;6.51
10-01-2023 02:30;1004.90;0.00;0.00;80.00;0.10;122.00;24.80;54.00;0.00;6.51
10-01-2023 02:45;1004.80;0.00;0.00;94.00;0.00;78.00;24.40;55.00;0.00;6.50
10-01-2023 03:00;1004.80;0.00;0.00;82.00;0.00;98.00;24.90;54.00;0.00;6.50
10-01-2023 03:15;1004.90;0.00;2.90;94.00;7.70;81.00;24.80;57.00;0.00;6.50
10-01-2023 03:30;1004.70;0.00;2.80;83.00;6.60;119.00;24.40;56.00;0.00;6.50
10-01-2023 03:45;1004.50;0.00;2.50;79.00;5.50;75.00;24.50;53.00;0.00;6.50
10-01-2023 04:00;1004.50;0.00;2.10;78.00;5.50;80.00;24.30;53.00;0.00;6.50
10-01-2023 04:15;1004.50;0.00;3.40;80.00;7.70;75.00;24.20;53.00;0.00;6.49
10-01-2023 04:30;1004.40;0.00;2.70;78.00;5.50;77.00;23.90;55.00;0.00;6.49
10-01-2023 04:45;1004.50;0.00;1.90;77.00;6.60;82.00;23.60;56.00;0.00;6.49
10-01-2023 05:00;1004.50;0.00;3.40;80.00;5.50;82.00;23.30;58.00;0.00;6.49
10-01-2023 05:15;1004.70;0.00;0.10;77.00;4.40;78.00;23.30;58.00;0.00;6.49
10-01-2023 05:30;1004.80;0.00;0.90;75.00;6.60;82.00;23.10;59.00;0.00;6.48
10-01-2023 05:45;1004.80;0.00;2.00;81.00;7.70;80.00;23.00;59.00;0.00;6.48
10-01-2023 06:00;1004.80;0.00;2.90;79.00;6.60;77.00;23.00;59.00;0.00;6.48
10-01-2023 06:15;1004.80;0.00;4.60;77.00;9.80;78.00;23.10;58.00;0.00;6.48
10-01-2023 06:30;1005.00;0.00;1.80;77.00;8.80;91.00;23.00;58.00;0.00;6.48
10-01-2023 06:45;1005.00;0.00;4.60;79.00;7.70;85.00;23.20;58.00;0.00;6.47
10-01-2023 07:00;1005.30;0.00;0.30;115.00;4.40;79.00;23.20;61.00;11.00;6.47
10-01-2023 07:15;1005.30;0.00;0.80;84.00;3.30;82.00;23.10;61.00;29.00;6.47
10-01-2023 07:30;1005.40;0.00;2.00;76.00;6.60;87.00;23.70;58.00;38.00;6.47
10-01-2023 07:45;1005.60;0.00;1.30;64.00;4.40;77.00;24.40;56.00;52.00;6.47
10-01-2023 08:00;1005.70;0.00;2.30;80.00;6.60;80.00;25.10;54.00;127.00;6.47
10-01-2023 08:15;1005.90;0.00;2.80;68.00;9.80;66.00;25.70;54.00;109.00;6.48
10-01-2023 08:30;1006.10;0.00;0.80;40.00;6.60;79.00;26.10;54.00;220.00;6.49
10-01-2023 08:45;1006.10;0.00;1.90;42.00;7.70;36.00;26.60;52.00;70.00;6.48
10-01-2023 09:00;1006.10;0.00;1.90;36.00;7.70;43.00;27.40;52.00;390.00;6.49
10-01-2023 09:15;1006.20;0.00;1.50;42.00;8.80;60.00;29.00;50.00;525.00;6.59
10-01-2023 09:30;1006.20;0.00;6.00;55.00;14.20;37.00;29.10;53.00;558.00;6.67
10-01-2023 09:45;1006.40;0.00;4.50;24.00;13.10;64.00;29.00;51.00;622.00;6.74
10-01-2023 10:00;1006.40;0.00;3.70;62.00;12.00;60.00;29.60;49.00;490.00;6.71
10-01-2023 10:15;1006.30;0.00;4.70;44.00;14.20;42.00;30.60;48.00;673.00;6.79
10-01-2023 10:30;1006.20;0.00;3.80;56.00;10.90;30.00;32.20;47.00;792.00;6.80
10-01-2023 10:45;1006.20;0.00;3.20;51.00;12.00;342.00;34.20;44.00;914.00;6.81
10-01-2023 11:00;1006.20;0.00;2.60;44.00;9.80;16.00;33.90;42.00;664.00;6.78
10-01-2023 11:15;1006.20;0.00;2.80;50.00;12.00;24.00;35.70;40.00;859.00;6.80
10-01-2023 11:30;1006.10;0.00;2.60;39.00;8.80;23.00;35.80;39.00;739.00;6.78
10-01-2023 11:45;1005.90;0.00;2.90;27.00;12.00;14.00;37.30;38.00;975.00;6.82
10-01-2023 12:00;1005.80;0.00;4.50;57.00;12.00;85.00;38.20;37.00;1055.00;6.82
10-01-2023 12:15;1005.80;0.00;4.80;50.00;12.00;77.00;38.10;32.00;1017.00;6.81
10-01-2023 12:30;1005.70;0.00;3.70;38.00;8.80;76.00;39.40;34.00;1088.00;6.84
10-01-2023 12:45;1005.50;0.00;4.10;66.00;12.00;89.00;39.40;33.00;1055.00;6.85
10-01-2023 13:00;1005.50;0.00;5.40;43.00;12.00;84.00;39.20;18.00;1133.00;6.87
10-01-2023 13:15;1005.30;0.00;3.20;64.00;13.10;14.00;39.80;17.00;1105.00;6.87
10-01-2023 13:30;1005.20;0.00;4.00;67.00;13.10;357.00;40.70;17.00;1178.00;6.87
10-01-2023 13:45;1005.00;0.00;3.50;53.00;14.20;35.00;40.60;17.00;1059.00;6.87
10-01-2023 14:00;1005.00;0.00;4.10;51.00;14.20;33.00;41.50;17.00;1204.00;6.89
10-01-2023 14:15;1004.90;0.00;2.40;31.00;10.90;48.00;42.20;17.00;1086.00;6.88
10-01-2023 14:30;1004.60;0.00;3.00;224.00;9.80;223.00;40.90;17.00;1067.00;6.85
10-01-2023 14:45;1004.20;0.00;2.80;134.00;9.80;52.00;41.80;17.00;944.00;6.90
10-01-2023 15:00;1004.10;0.00;3.90;65.00;8.80;19.00;41.80;17.00;1107.00;6.89
10-01-2023 15:15;1003.90;0.00;3.20;29.00;9.80;30.00;41.70;17.00;1050.00;6.90
10-01-2023 15:30;1003.60;0.00;3.40;48.00;14.20;57.00;42.70;18.00;1009.00;6.89
10-01-2023 15:45;1003.50;0.00;3.10;205.00;16.40;58.00;41.80;17.00;973.00;6.90
10-01-2023 16:00;1003.40;0.00;3.00;136.00;9.80;236.00;42.60;18.00;923.00;6.89
10-01-2023 16:15;1003.20;0.00;4.10;214.00;9.80;124.00;41.90;18.00;873.00;6.90
10-01-2023 16:30;1003.00;0.00;3.40;89.00;8.80;72.00;42.50;18.00;821.00;6.90
10-01-2023 16:45;1002.80;0.00;3.90;145.00;16.40;98.00;42.70;18.00;771.00;6.88
10-01-2023 17:00;1002.70;0.00;4.40;118.00;14.20;94.00;42.10;18.00;714.00;6.88
10-01-2023 17:15;1002.50;0.00;4.50;102.00;12.00;134.00;41.90;18.00;663.00;6.88
10-01-2023 17:30;1002.30;0.00;1.70;108.00;8.80;117.00;42.50;18.00;611.00;6.82
10-01-2023 17:45;1002.20;0.00;4.10;111.00;12.00;78.00;42.00;18.00;551.00;6.77
10-01-2023 18:00;1002.00;0.00;2.80;91.00;7.70;83.00;41.80;18.00;489.00;6.74
10-01-2023 18:15;1001.80;0.00;3.50;83.00;10.90;73.00;40.70;18.00;431.00;6.68
10-01-2023 18:30;1001.70;0.00;5.00;134.00;12.00;85.00;40.30;18.00;367.00;6.63
10-01-2023 18:45;1001.70;0.00;2.70;100.00;6.60;77.00;40.00;19.00;303.00;6.60
10-01-2023 19:00;1001.70;0.00;2.90;115.00;7.70;108.00;39.40;19.00;241.00;6.60
10-01-2023 19:15;1001.60;0.00;1.70;85.00;9.80;129.00;38.90;19.00;186.00;6.59
10-01-2023 19:30;1001.60;0.00;0.10;46.00;4.40;24.00;38.80;20.00;137.00;6.59
10-01-2023 19:45;1001.50;0.00;0.00;34.00;0.10;68.00;37.70;25.00;85.00;6.58
10-01-2023 20:00;1001.60;0.00;0.00;30.00;0.00;44.00;36.90;29.00;18.00;6.58
10-01-2023 20:15;1001.60;0.00;0.00;42.00;0.00;26.00;36.10;31.00;3.00;6.58
10-01-2023 20:30;1001.70;0.00;0.00;48.00;0.00;37.00;35.20;34.00;0.00;6.57
10-01-2023 20:45;1001.70;0.00;0.00;44.00;0.00;44.00;34.20;35.00;0.00;6.56
10-01-2023 21:00;1001.70;0.00;0.00;44.00;0.00;44.00;33.20;34.00;0.00;6.56
10-01-2023 21:15;1001.80;0.00;0.00;340.00;0.00;44.00;32.70;36.00;0.00;6.56
10-01-2023 21:30;1001.80;0.00;0.00;333.00;0.00;318.00;32.10;37.00;0.00;6.55
10-01-2023 21:45;1002.00;0.00;0.00;31.00;0.00;3.00;31.70;39.00;0.00;6.55
10-01-2023 22:00;1002.00;0.00;0.00;31.00;0.00;31.00;31.30;39.00;0.00;6.54
10-01-2023 22:15;1002.00;0.00;0.00;70.00;0.00;31.00;30.70;41.00;0.00;6.54
10-01-2023 22:30;1002.20;0.00;0.00;165.00;0.00;73.00;29.50;50.00;0.00;6.54
10-01-2023 22:45;1002.40;0.00;0.00;111.00;0.00;171.00;29.00;52.00;0.00;6.54
10-01-2023 23:00;1002.50;0.00;2.30;84.00;6.60;72.00;29.30;51.00;0.00;6.53
10-01-2023 23:15;1002.50;0.00;3.50;79.00;8.80;78.00;29.70;48.00;0.00;6.53
10-01-2023 23:30;1002.80;0.00;4.00;86.00;9.80;80.00;29.70;50.00;0.00;6.53
10-01-2023 23:45;1002.90;0.00;3.10;82.00;7.70;102.00;29.40;52.00;0.00;6.53
11-01-2023 00:00;1003.10;0.00;0.00;84.00;6.60;80.00;29.20;51.00;0.00;6.53
11-01-2023 00:15;1003.20;0.00;0.00;69.00;0.00;72.00;28.80;51.00;0.00;6.53
11-01-2023 00:30;1003.10;0.00;0.00;60.00;3.30;70.00;28.30;52.00;0.00;6.53
11-01-2023 00:45;1003.00;0.00;0.00;57.00;0.10;74.00;28.20;50.00;0.00;6.52
11-01-2023 01:00;1003.20;0.00;1.90;75.00;5.50;82.00;28.60;48.00;0.00;6.52
11-01-2023 01:15;1003.20;0.00;0.00;56.00;7.70;74.00;28.60;47.00;0.00;6.52
11-01-2023 01:30;1003.20;0.00;0.30;43.00;4.40;29.00;27.90;51.00;0.00;6.52
11-01-2023 01:45;1003.10;0.00;0.20;48.00;2.20;39.00;27.30;53.00;0.00;6.52
11-01-2023 02:00;1002.90;0.00;0.50;44.00;4.40;55.00;27.20;52.00;0.00;6.51
11-01-2023 02:15;1002.90;0.00;0.60;62.00;4.40;35.00;27.00;52.00;0.00;6.51
11-01-2023 02:30;1002.80;0.00;2.00;75.00;6.60;72.00;27.10;51.00;0.00;6.51
11-01-2023 02:45;1002.70;0.00;2.30;63.00;5.50;82.00;26.80;51.00;0.00;6.51
11-01-2023 03:00;1002.50;0.00;0.00;65.00;3.30;80.00;26.60;51.00;0.00;6.51
11-01-2023 03:15;1002.30;0.00;0.40;46.00;3.30;35.00;26.60;51.00;0.00;6.50
11-01-2023 03:30;1002.30;0.00;0.00;41.00;0.00;40.00;26.50;50.00;0.00;6.50
11-01-2023 03:45;1002.20;0.00;0.00;44.00;0.00;42.00;26.60;49.00;0.00;6.50
11-01-2023 04:00;1002.20;0.00;0.00;108.00;0.00;45.00;26.00;51.00;0.00;6.50
11-01-2023 04:15;1002.20;0.00;0.00;128.00;0.00;128.00;25.00;60.00;0.00;6.50
11-01-2023 04:30;1002.40;0.00;0.00;75.00;0.00;127.00;24.70;60.00;0.00;6.49
11-01-2023 04:45;1002.40;0.00;0.00;67.00;0.00;67.00;24.20;62.00;0.00;6.49
11-01-2023 05:00;1002.30;0.00;0.00;62.00;0.00;62.00;24.00;61.00;0.00;6.49
11-01-2023 05:15;1002.30;0.00;0.00;115.00;0.00;62.00;23.90;61.00;0.00;6.48
11-01-2023 05:30;1002.50;0.00;0.00;357.00;0.00;297.00;24.60;60.00;0.00;6.48
11-01-2023 05:45;1003.40;0.00;6.30;242.00;20.40;187.00;26.10;54.00;0.00;6.48
11-01-2023 06:00;1004.20;0.00;4.30;229.00;12.00;152.00;25.40;57.00;0.00;6.48
11-01-2023 06:15;1004.60;0.00;2.10;238.00;6.60;205.00;24.10;66.00;0.00;6.48
11-01-2023 06:30;1004.70;0.00;8.70;235.00;20.40;226.00;24.50;71.00;0.00;6.48
11-01-2023 06:45;1004.90;0.00;10.30;240.00;17.50;284.00;24.70;79.00;0.00;6.48
11-01-2023 07:00;1005.30;0.00;7.40;220.00;17.50;259.00;24.50;84.00;0.00;6.48
11-01-2023 07:15;1005.50;0.00;7.00;218.00;20.40;248.00;24.60;85.00;20.00;6.48
11-01-2023 07:30;1005.60;0.00;6.20;213.00;17.50;231.00;24.70;86.00;36.00;6.47
11-01-2023 07:45;1005.70;0.00;5.90;199.00;17.50;173.00;25.30;82.00;67.00;6.47
11-01-2023 08:00;1005.70;0.00;7.20;195.00;17.50;137.00;25.40;77.00;88.00;6.48
11-01-2023 08:15;1005.80;0.00;5.70;194.00;21.30;143.00;26.10;75.00;164.00;6.50
11-01-2023 08:30;1005.80;0.00;6.60;156.00;21.30;123.00;26.10;71.00;148.00;6.51
11-01-2023 08:45;1006.30;0.00;6.40;182.00;15.30;208.00;26.00;71.00;124.00;6.50
11-01-2023 09:00;1006.50;0.00;5.30;170.00;16.40;205.00;26.10;72.00;111.00;6.49
11-01-2023 09:15;1006.50;0.00;4.10;164.00;13.10;193.00;26.30;71.00;133.00;6.51
11-01-2023 09:30;1006.40;0.00;4.30;203.00;13.10;204.00;26.60;69.00;167.00;6.53
11-01-2023 09:45;1006.70;0.00;4.30;167.00;12.00;127.00;27.10;67.00;230.00;6.57
11-01-2023 10:00;1006.90;0.00;4.60;195.00;13.10;152.00;26.80;67.00;132.00;6.51
11-01-2023 10:15;1007.80;0.00;5.90;228.00;15.30;220.00;26.30;69.00;46.00;6.48
11-01-2023 10:30;1008.30;0.00;8.40;229.00;20.40;220.00;26.30;73.00;79.00;6.48
11-01-2023 10:45;1008.30;0.00;10.40;241.00;22.20;246.00;25.90;76.00;130.00;6.51
11-01-2023 11:00;1008.10;0.00;10.90;236.00;22.20;213.00;25.70;79.00;189.00;6.57
11-01-2023 11:15;1008.00;0.00;7.80;228.00;20.40;248.00;25.90;79.00;228.00;6.61
11-01-2023 11:30;1007.90;0.00;7.00;226.00;18.60;206.00;26.10;78.00;283.00;6.69
11-01-2023 11:45;1007.80;0.00;7.10;218.00;17.50;213.00;26.50;77.00;326.00;6.72
11-01-2023 12:00;1007.60;0.00;5.50;201.00;13.10;184.00;26.50;76.00;258.00;6.71
11-01-2023 12:15;1007.60;0.00;3.80;186.00;12.00;178.00;26.60;72.00;181.00;6.63
11-01-2023 12:30;1007.60;0.00;2.40;208.00;13.10;182.00;26.40;77.00;115.00;6.56
11-01-2023 12:45;1007.90;0.00;2.00;204.00;7.70;221.00;26.40;78.00;139.00;6.56
11-01-2023 13:00;1008.20;0.00;6.10;241.00;14.20;196.00;25.90;79.00;119.00;6.53
11-01-2023 13:15;1008.30;0.00;5.30;240.00;14.20;215.00;25.00;94.00;94.00;6.51
11-01-2023 13:30;1008.00;0.25;1.30;215.00;6.60;231.00;24.30;99.00;85.00;6.49
11-01-2023 13:45;1008.20;0.25;1.00;241.00;6.60;227.00;24.00;99.00;92.00;6.50
11-01-2023 14:00;1008.10;0.00;0.80;200.00;6.60;256.00;24.50;99.00;223.00;6.61
11-01-2023 14:15;1007.70;0.00;1.10;195.00;4.40;244.00;25.10;99.00;253.00;6.66
11-01-2023 14:30;1007.60;0.00;1.40;148.00;6.60;149.00;26.00;96.00;338.00;6.74
11-01-2023 14:45;1007.30;0.00;1.50;154.00;10.90;190.00;26.70;86.00;381.00;6.76
11-01-2023 15:00;1007.10;0.00;1.30;187.00;8.80;192.00;27.30;81.00;399.00;6.77
11-01-2023 15:15;1006.70;0.00;3.00;163.00;7.70;154.00;27.60;72.00;371.00;6.75
11-01-2023 15:30;1006.30;0.00;2.60;134.00;7.70;98.00;27.80;69.00;328.00;6.70
11-01-2023 15:45;1006.20;0.00;1.50;182.00;6.60;204.00;28.00;66.00;285.00;6.70
11-01-2023 16:00;1006.00;0.00;1.90;102.00;6.60;110.00;28.60;61.00;359.00;6.73
11-01-2023 16:15;1006.10;0.00;3.20;119.00;7.70;122.00;28.60;60.00;391.00;6.76
11-01-2023 16:30;1006.00;0.00;1.30;154.00;4.40;155.00;29.20;58.00;375.00;6.74
11-01-2023 16:45;1005.70;0.00;1.70;119.00;6.60;120.00;29.10;58.00;357.00;6.74
11-01-2023 17:00;1005.60;0.00;1.10;128.00;4.40;96.00;29.20;56.00;298.00;6.71
11-01-2023 17:15;1005.40;0.00;1.40;188.00;5.50;119.00;29.10;57.00;284.00;6.70
11-01-2023 17:30;1005.30;0.00;2.40;187.00;8.80;226.00;29.30;56.00;354.00;6.73
11-01-2023 17:45;1005.40;0.00;2.00;201.00;8.80;233.00;29.80;56.00;407.00;6.75
11-01-2023 18:00;1005.20;0.00;2.90;223.00;8.80;230.00;30.50;54.00;438.00;6.76
11-01-2023 18:15;1005.10;0.00;2.60;181.00;8.80;204.00;30.40;54.00;336.00;6.71
11-01-2023 18:30;1004.90;0.00;2.40;185.00;8.80;208.00;30.70;53.00;307.00;6.68
11-01-2023 18:45;1004.70;0.00;3.80;189.00;8.80;173.00;30.40;51.00;295.00;6.67
11-01-2023 19:00;1004.60;0.00;2.50;182.00;9.80;199.00;30.00;53.00;204.00;6.62
11-01-2023 19:15;1004.60;0.00;2.00;158.00;6.60;148.00;29.90;53.00;193.00;6.60
11-01-2023 19:30;1004.60;0.00;0.40;137.00;4.40;115.00;30.00;53.00;147.00;6.59
11-01-2023 19:45;1004.40;0.00;0.10;201.00;2.20;208.00;29.30;55.00;114.00;6.58
11-01-2023 20:00;1004.60;0.00;0.10;165.00;0.10;219.00;29.10;56.00;53.00;6.57
11-01-2023 20:15;1004.60;0.00;0.10;136.00;0.10;211.00;28.80;57.00;29.00;6.55
11-01-2023 20:30;1004.70;0.00;0.10;182.00;0.10;181.00;28.00;59.00;4.00;6.54
11-01-2023 20:45;1004.80;0.00;0.10;184.00;0.10;182.00;27.30;62.00;0.00;6.53
11-01-2023 21:00;1004.90;0.00;0.10;183.00;0.10;184.00;26.70;65.00;0.00;6.52
11-01-2023 21:15;1005.10;0.00;0.10;179.00;0.10;183.00;26.20;69.00;0.00;6.51
11-01-2023 21:30;1005.30;0.00;0.10;83.00;0.10;128.00;25.70;72.00;0.00;6.50
11-01-2023 21:45;1005.60;0.00;0.10;76.00;0.10;82.00;25.50;69.00;0.00;6.49
11-01-2023 22:00;1005.60;0.00;0.10;87.00;0.10;74.00;25.00;73.00;0.00;6.48
11-01-2023 22:15;1005.70;0.00;0.00;78.00;0.10;74.00;25.20;69.00;0.00;6.48
11-01-2023 22:30;1005.80;0.00;0.00;77.00;0.00;77.00;25.20;66.00;0.00;6.47
11-01-2023 22:45;1006.00;0.00;0.00;77.00;0.00;75.00;24.90;68.00;0.00;6.47
11-01-2023 23:00;1006.20;0.00;1.00;78.00;3.30;82.00;25.20;66.00;0.00;6.47
11-01-2023 23:15;1006.20;0.00;2.10;77.00;4.40;76.00;25.20;66.00;0.00;6.47
11-01-2023 23:30;1006.20;0.00;2.00;79.00;4.40;79.00;25.00;66.00;0.00;6.47
11-01-2023 23:45;1006.40;0.00;1.40;75.00;4.40;62.00;24.80;68.00;0.00;6.47
12-01-2023 00:00;1006.40;0.00;0.60;74.00;5.50;76.00;24.60;70.00;0.00;6.47
12-01-2023 00:15;1006.50;0.00;0.70;75.00;4.40;79.00;24.50;70.00;0.00;6.46
12-01-2023 00:30;1006.60;0.00;0.50;78.00;2.20;78.00;24.50;68.00;0.00;6.46
12-01-2023 00:45;1006.40;0.00;2.00;76.00;4.40;74.00;24.20;70.00;0.00;6.46
12-01-2023 01:00;1006.20;0.00;1.20;78.00;4.40;80.00;24.00;73.00;0.00;6.46
12-01-2023 01:15;1006.20;0.00;0.10;79.00;1.10;76.00;23.10;79.00;0.00;6.46
12-01-2023 01:30;1006.10;0.00;0.10;78.00;0.10;77.00;22.40;87.00;0.00;6.46
12-01-2023 01:45;1005.90;0.00;0.00;78.00;0.10;78.00;21.90;94.00;0.00;6.46
12-01-2023 02:00;1005.90;0.00;0.00;94.00;0.00;77.00;21.30;97.00;0.00;6.45
12-01-2023 02:15;1005.70;0.00;0.00;126.00;0.00;126.00;21.00;99.00;0.00;6.45
12-01-2023 02:30;1005.40;0.00;0.00;104.00;0.10;109.00;21.10;99.00;0.00;6.45
12-01-2023 02:45;1005.30;0.00;0.00;88.00;1.10;92.00;21.00;99.00;0.00;6.45
12-01-2023 03:00;1004.80;0.00;0.90;84.00;3.30;86.00;21.60;98.00;0.00;6.45
12-01-2023 03:15;1004.60;0.00;0.10;84.00;4.40;76.00;22.10;94.00;0.00;6.45
12-01-2023 03:30;1004.40;0.00;0.00;92.00;0.00;98.00;21.90;94.00;0.00;6.45
12-01-2023 03:45;1004.40;0.00;0.00;88.00;0.00;88.00;21.00;97.00;0.00;6.45
12-01-2023 04:00;1004.60;0.00;0.00;77.00;0.00;80.00;20.60;99.00;0.00;6.45
12-01-2023 04:15;1004.80;0.00;0.00;76.00;0.00;76.00;20.40;99.00;0.00;6.44
12-01-2023 04:30;1004.50;0.00;0.00;74.00;0.00;76.00;20.20;99.00;0.00;6.44
12-01-2023 04:45;1004.30;0.00;0.00;75.00;0.00;74.00;20.00;99.00;0.00;6.44
12-01-2023 05:00;1003.90;0.00;0.00;75.00;0.00;75.00;19.70;99.00;0.00;6.44
12-01-2023 05:15;1004.00;0.00;0.00;81.00;0.00;74.00;20.00;99.00;0.00;6.44
12-01-2023 05:30;1003.90;0.00;0.00;96.00;0.00;93.00;19.90;99.00;0.00;6.44
12-01-2023 05:45;1004.10;0.00;0.10;86.00;2.20;115.00;19.80;99.00;0.00;6.44
12-01-2023 06:00;1004.40;0.00;0.00;101.00;2.20;92.00;20.00;99.00;0.00;6.44
12-01-2023 06:15;1004.70;0.00;0.00;94.00;0.00;94.00;19.60;99.00;0.00;6.44
12-01-2023 06:30;1005.00;0.00;0.00;143.00;0.00;94.00;19.50;99.00;0.00;6.44
12-01-2023 06:45;1005.00;0.00;0.00;146.00;0.00;144.00;19.50;99.00;0.00;6.44
12-01-2023 07:00;1005.10;0.00;0.00;168.00;0.00;149.00;19.60;99.00;2.00;6.44
12-01-2023 07:15;1004.90;0.00;0.00;154.00;0.00;165.00;20.00;99.00;21.00;6.44
12-01-2023 07:30;1005.30;0.00;0.00;163.00;0.00;153.00;20.50;99.00;51.00;6.44
12-01-2023 07:45;1005.70;0.00;0.00;182.00;0.00;171.00;20.80;99.00;61.00;6.44
12-01-2023 08:00;1005.70;0.00;0.00;228.00;0.00;237.00;21.10;99.00;78.00;6.46
12-01-2023 08:15;1005.90;0.00;0.00;208.00;0.00;229.00;21.80;99.00;84.00;6.46
12-01-2023 08:30;1006.20;0.00;0.70;217.00;4.40;220.00;22.10;99.00;118.00;6.48
12-01-2023 08:45;1006.10;0.00;0.10;166.00;0.10;170.00;22.60;99.00;147.00;6.50
12-01-2023 09:00;1006.10;0.00;0.10;199.00;0.10;189.00;23.20;99.00;150.00;6.50
