latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
-11.6262,-54.74771,336.27,0.5,0.41,2023-05-01,1658,N,VIIRS,n,2.0NRT,303.72,13.1,D
-11.57065,-52.55238,327.43,0.41,0.37,2023-05-01,1658,N,VIIRS,l,2.0NRT,300.87,7.25,D
-11.57052,-52.55224,334.13,0.41,0.37,2023-05-01,1658,N,VIIRS,n,2.0NRT,300.67,4.52,D
-11.57011,-52.54865,331.76,0.41,0.37,2023-05-01,1658,N,VIIRS,n,2.0NRT,301.08,7.25,D
-11.56998,-52.54851,334.51,0.41,0.37,2023-05-01,1658,N,VIIRS,n,2.0NRT,301.1,4.52,D
-11.56956,-52.54492,338.51,0.41,0.37,2023-05-01,1658,N,VIIRS,n,2.0NRT,303.73,11.37,D
-11.56944,-52.54478,338.54,0.41,0.37,2023-05-01,1658,N,VIIRS,n,2.0NRT,303.85,12.24,D
-11.56724,-52.55288,355.38,0.41,0.37,2023-05-01,1658,N,VIIRS,n,2.0NRT,298.9,7.25,D
-11.56669,-52.54915,344.68,0.41,0.37,2023-05-01,1658,N,VIIRS,n,2.0NRT,300.46,7.25,D
-11.56327,-52.54966,339.58,0.41,0.37,2023-05-01,1658,N,VIIRS,n,2.0NRT,299.8,8.28,D
-11.55986,-52.55017,354.49,0.41,0.37,2023-05-01,1658,N,VIIRS,n,2.0NRT,298.81,8.28,D
-11.55822,-52.53901,344.18,0.41,0.37,2023-05-01,1658,N,VIIRS,n,2.0NRT,299.86,7.06,D
-11.54495,-54.43643,329.86,0.48,0.4,2023-05-01,1658,N,VIIRS,n,2.0NRT,293,46.22,D
-11.54434,-54.432,340.4,0.48,0.4,2023-05-01,1658,N,VIIRS,n,2.0NRT,295.97,46.22,D
-11.54125,-54.43698,345.27,0.48,0.4,2023-05-01,1658,N,VIIRS,n,2.0NRT,295.88,46.22,D
-11.53755,-54.43753,334.78,0.48,0.4,2023-05-01,1658,N,VIIRS,n,2.0NRT,295.69,28.82,D
-11.53693,-54.43307,341.73,0.48,0.4,2023-05-01,1658,N,VIIRS,n,2.0NRT,300.22,28.82,D
-11.45076,-56.60861,354.97,0.43,0.46,2023-05-01,1658,N,VIIRS,n,2.0NRT,301.54,10.56,D
-11.36724,-50.85154,338.15,0.38,0.36,2023-05-01,1658,N,VIIRS,n,2.0NRT,297.86,2.86,D
-11.3667,-50.84801,338.36,0.38,0.36,2023-05-01,1658,N,VIIRS,n,2.0NRT,298.78,2.86,D
-11.36391,-50.85205,343.43,0.38,0.36,2023-05-01,1658,N,VIIRS,n,2.0NRT,298.24,3.73,D
-11.36058,-50.85257,336.79,0.38,0.36,2023-05-01,1658,N,VIIRS,n,2.0NRT,296.21,3.73,D
-11.2983,-54.31747,345.16,0.47,0.4,2023-05-01,1658,N,VIIRS,n,2.0NRT,303.14,13.51,D
-11.25942,-38.4484,329.56,0.59,0.7,2023-05-01,1658,N,VIIRS,n,2.0NRT,280.57,2.81,D
-11.13975,-52.29374,346.04,0.4,0.37,2023-05-01,1658,N,VIIRS,n,2.0NRT,303.61,13.76,D
-11.13922,-52.29012,335.13,0.4,0.37,2023-05-01,1658,N,VIIRS,n,2.0NRT,301.95,13.76,D
-10.81499,-49.73383,339.54,0.4,0.37,2023-05-01,1658,N,VIIRS,n,2.0NRT,299.75,8.38,D
-10.81387,-49.72655,345.48,0.4,0.37,2023-05-01,1658,N,VIIRS,n,2.0NRT,296.83,11.34,D
-10.81049,-49.72709,350.32,0.4,0.37,2023-05-01,1658,N,VIIRS,n,2.0NRT,297.39,11.34,D
-10.65011,-55.63259,341.19,0.55,0.42,2023-05-01,1658,N,VIIRS,n,2.0NRT,297.84,16.2,D
-10.54581,-49.70608,337.27,0.4,0.37,2023-05-01,1658,N,VIIRS,n,2.0NRT,293.34,4.2,D
-10.54524,-49.70243,333.23,0.4,0.37,2023-05-01,1658,N,VIIRS,n,2.0NRT,293.39,4.2,D
-10.50155,-49.829,354.12,0.4,0.37,2023-05-01,1658,N,VIIRS,n,2.0NRT,301.97,26.34,D
-10.47481,-50.44614,339.76,0.39,0.36,2023-05-01,1658,N,VIIRS,n,2.0NRT,297.25,5.72,D
-10.47201,-50.45021,333.14,0.39,0.36,2023-05-01,1658,N,VIIRS,n,2.0NRT,296.46,3.58,D
-10.47147,-50.44666,338.23,0.39,0.36,2023-05-01,1658,N,VIIRS,n,2.0NRT,297.46,6.12,D
-10.46813,-50.44719,344.14,0.39,0.36,2023-05-01,1658,N,VIIRS,n,2.0NRT,296.82,6.12,D
-10.46037,-50.44115,332.72,0.39,0.36,2023-05-01,1658,N,VIIRS,n,2.0NRT,296.76,3.73,D
-10.23623,-51.01101,347.5,0.38,0.36,2023-05-01,1658,N,VIIRS,n,2.0NRT,298.48,4.91,D
-10.2357,-51.0075,335.69,0.38,0.36,2023-05-01,1658,N,VIIRS,n,2.0NRT,296.61,4.91,D
-10.23237,-51.00801,353.14,0.38,0.36,2023-05-01,1658,N,VIIRS,n,2.0NRT,301.34,26.03,D
-9.73963,-65.27526,333.46,0.77,0.77,2023-05-01,1658,N,VIIRS,n,2.0NRT,282.65,6.06,D
-7.40741,-49.69728,336,0.42,0.38,2023-05-01,1658,N,VIIRS,n,2.0NRT,281.64,4.56,D
-5.44966,-45.39043,337.32,0.51,0.5,2023-05-01,1700,N,VIIRS,n,2.0NRT,281.51,4.82,D
-5.44508,-45.39121,333.8,0.51,0.5,2023-05-01,1700,N,VIIRS,n,2.0NRT,281.91,5.49,D
-2.29617,-49.55017,332.95,0.48,0.4,2023-05-01,1700,N,VIIRS,n,2.0NRT,284.99,5.64,D
-1.74592,-54.01292,331.93,0.39,0.36,2023-05-01,1700,N,VIIRS,n,2.0NRT,292.96,3.46,D
-1.2752,-53.37496,326.65,0.38,0.36,2023-05-01,1700,N,VIIRS,l,2.0NRT,300.87,6.32,D
-1.27468,-53.37151,326.88,0.38,0.36,2023-05-01,1700,N,VIIRS,l,2.0NRT,300.59,9.03,D
1.84883,-55.82713,345.46,0.41,0.37,2023-05-01,1702,N,VIIRS,n,2.0NRT,289.16,9.64,D
2.55356,-59.65821,330.55,0.43,0.46,2023-05-01,1702,N,VIIRS,n,2.0NRT,289.68,2.44,D
2.84431,-59.64799,328.95,0.42,0.45,2023-05-01,1702,N,VIIRS,n,2.0NRT,296.81,2.42,D
3.16258,-60.67143,367,0.49,0.48,2023-05-01,1702,N,VIIRS,h,2.0NRT,295.55,19.06,D
6.19826,-62.88295,336.9,0.62,0.54,2023-05-01,1705,N,VIIRS,n,2.0NRT,297.64,5.72,D
6.19922,-62.87729,341.08,0.62,0.54,2023-05-01,1705,N,VIIRS,n,2.0NRT,299.03,10.71,D
6.40388,-58.2266,330.52,0.47,0.4,2023-05-01,1705,N,VIIRS,n,2.0NRT,297.77,4.24,D
6.83227,-66.08949,329.64,0.5,0.65,2023-05-01,1705,N,VIIRS,n,2.0NRT,293.91,3.09,D
6.85605,-62.83826,339.86,0.6,0.53,2023-05-01,1705,N,VIIRS,n,2.0NRT,294.48,7.68,D
6.89564,-65.69974,346.55,0.47,0.64,2023-05-01,1705,N,VIIRS,n,2.0NRT,295.39,13.92,D
6.8964,-65.69549,367,0.47,0.64,2023-05-01,1705,N,VIIRS,h,2.0NRT,296.86,10.27,D
6.90228,-65.69653,356.7,0.47,0.64,2023-05-01,1705,N,VIIRS,n,2.0NRT,296.07,10.27,D
6.90304,-65.69228,335.06,0.46,0.64,2023-05-01,1705,N,VIIRS,n,2.0NRT,294.55,10.27,D
6.91183,-66.06809,367,0.49,0.65,2023-05-01,1705,N,VIIRS,h,2.0NRT,296.61,7.53,D
6.94041,-63.81815,348.01,0.35,0.56,2023-05-01,1705,N,VIIRS,n,2.0NRT,296.76,4.67,D
6.9455,-66.15812,338.29,0.5,0.66,2023-05-01,1705,N,VIIRS,n,2.0NRT,293.99,4.21,D
6.95668,-63.66035,343.55,0.34,0.56,2023-05-01,1705,N,VIIRS,n,2.0NRT,300.6,3.54,D
7.00109,-63.27876,346.38,0.32,0.54,2023-05-01,1705,N,VIIRS,n,2.0NRT,299.66,6.04,D
7.0056,-63.28247,357.23,0.32,0.54,2023-05-01,1705,N,VIIRS,l,2.0NRT,303.93,27.12,D
7.0061,-63.27956,357.18,0.32,0.54,2023-05-01,1705,N,VIIRS,l,2.0NRT,302.7,27.12,D
7.03866,-58.5275,330.93,0.48,0.4,2023-05-01,1705,N,VIIRS,n,2.0NRT,295.93,2.69,D
7.07612,-63.81614,367,0.34,0.56,2023-05-01,1705,N,VIIRS,h,2.0NRT,308.15,36.01,D
7.08132,-63.81696,357.28,0.34,0.56,2023-05-01,1705,N,VIIRS,l,2.0NRT,297.92,36.01,D
7.09689,-67.21221,332.43,0.58,0.7,2023-05-01,1705,N,VIIRS,n,2.0NRT,292.06,3.74,D
7.09716,-67.21164,330.89,0.58,0.7,2023-05-01,1705,N,VIIRS,n,2.0NRT,291.96,4.25,D
7.09909,-63.74621,342.11,0.34,0.56,2023-05-01,1705,N,VIIRS,n,2.0NRT,298.95,3.17,D
7.15699,-62.19413,329.6,0.53,0.5,2023-05-01,1705,N,VIIRS,n,2.0NRT,299.26,5.82,D
7.28492,-68.99687,341.32,0.76,0.77,2023-05-01,1705,N,VIIRS,n,2.0NRT,290.76,12.61,D
7.31355,-65.72615,334.11,0.46,0.64,2023-05-01,1705,N,VIIRS,n,2.0NRT,299.34,3.42,D
7.32001,-63.13075,339.49,0.61,0.54,2023-05-01,1705,N,VIIRS,n,2.0NRT,300.08,12.01,D
7.32097,-63.12524,341.03,0.61,0.54,2023-05-01,1705,N,VIIRS,n,2.0NRT,299.49,12.01,D
7.34231,-64.61227,333.87,0.39,0.59,2023-05-01,1705,N,VIIRS,n,2.0NRT,290.1,1.55,D
7.3425,-66.97169,367,0.56,0.68,2023-05-01,1705,N,VIIRS,h,2.0NRT,290.97,18.24,D
7.3522,-65.41164,345.32,0.44,0.62,2023-05-01,1705,N,VIIRS,n,2.0NRT,294.87,6.77,D
7.3626,-67.79785,333.68,0.63,0.72,2023-05-01,1705,N,VIIRS,n,2.0NRT,292.83,3.03,D
7.39892,-68.51736,346.72,0.7,0.75,2023-05-01,1705,N,VIIRS,n,2.0NRT,289.33,13.43,D
7.39914,-68.51608,348.77,0.7,0.75,2023-05-01,1705,N,VIIRS,n,2.0NRT,290.06,8.45,D
7.47958,-63.48233,335.22,0.32,0.55,2023-05-01,1705,N,VIIRS,n,2.0NRT,299.95,5.02,D
7.48205,-63.49792,338.91,0.32,0.55,2023-05-01,1705,N,VIIRS,n,2.0NRT,296.73,7.88,D
7.48308,-63.49202,345.91,0.32,0.55,2023-05-01,1705,N,VIIRS,n,2.0NRT,298.66,10.04,D
7.48359,-63.48906,338.32,0.32,0.55,2023-05-01,1705,N,VIIRS,n,2.0NRT,299.51,7.95,D
7.50541,-65.88441,347.45,0.47,0.64,2023-05-01,1705,N,VIIRS,n,2.0NRT,295.82,6.44,D
7.51015,-62.43065,349,0.55,0.51,2023-05-01,1705,N,VIIRS,n,2.0NRT,301.58,11.01,D
7.52623,-59.02626,334.58,0.5,0.41,2023-05-01,1705,N,VIIRS,n,2.0NRT,299.73,8.45,D
7.53102,-63.60683,340.32,0.33,0.55,2023-05-01,1705,N,VIIRS,n,2.0NRT,297.43,6.1,D
7.53609,-63.60778,357.02,0.33,0.55,2023-05-01,1705,N,VIIRS,l,2.0NRT,301.44,6.1,D
7.53952,-62.45605,350.58,0.55,0.51,2023-05-01,1705,N,VIIRS,n,2.0NRT,299.52,11.4,D
7.54037,-62.45112,337.99,0.55,0.51,2023-05-01,1705,N,VIIRS,n,2.0NRT,303.32,15.86,D
7.54676,-62.44201,332.83,0.55,0.51,2023-05-01,1705,N,VIIRS,n,2.0NRT,295.36,4.97,D
7.55145,-62.4428,340.78,0.55,0.51,2023-05-01,1705,N,VIIRS,n,2.0NRT,297.36,7.83,D
7.58349,-66.0088,336.02,0.48,0.64,2023-05-01,1705,N,VIIRS,n,2.0NRT,297.19,5.13,D
7.58889,-64.27029,331.02,0.36,0.58,2023-05-01,1705,N,VIIRS,n,2.0NRT,297.23,4.69,D
7.60128,-65.64577,367,0.45,0.63,2023-05-01,1705,N,VIIRS,h,2.0NRT,298.77,6.96,D
7.65217,-66.56763,330.3,0.52,0.67,2023-05-01,1705,N,VIIRS,n,2.0NRT,293.8,5.73,D
7.65274,-66.5687,335.43,0.52,0.67,2023-05-01,1705,N,VIIRS,n,2.0NRT,294.01,5.47,D
7.72756,-66.39804,338.7,0.5,0.66,2023-05-01,1705,N,VIIRS,n,2.0NRT,294.97,4.57,D
7.7361,-64.49874,330.19,0.37,0.58,2023-05-01,1705,N,VIIRS,n,2.0NRT,299.19,2.38,D
7.7668,-68.78728,331.86,0.72,0.76,2023-05-01,1705,N,VIIRS,n,2.0NRT,287.6,8.45,D
7.835,-59.9287,331.83,0.56,0.43,2023-05-01,1705,N,VIIRS,n,2.0NRT,298.01,5.22,D
7.87419,-61.84523,339.95,0.49,0.49,2023-05-01,1705,N,VIIRS,n,2.0NRT,297.55,4.08,D
7.95051,-66.73454,333.8,0.52,0.67,2023-05-01,1705,N,VIIRS,n,2.0NRT,293,6.09,D
7.95137,-66.72974,335.97,0.52,0.67,2023-05-01,1705,N,VIIRS,n,2.0NRT,293.93,6.09,D
7.9559,-66.73394,367,0.52,0.67,2023-05-01,1705,N,VIIRS,h,2.0NRT,293.69,14.77,D
7.95753,-66.73089,342.24,0.52,0.67,2023-05-01,1705,N,VIIRS,n,2.0NRT,293.46,6.09,D
8.05019,-62.85023,338.32,0.57,0.52,2023-05-01,1705,N,VIIRS,n,2.0NRT,297.16,2.89,D
8.10669,-67.70136,330.29,0.6,0.71,2023-05-01,1705,N,VIIRS,n,2.0NRT,292.8,5.2,D
8.11268,-62.8263,353.58,0.57,0.52,2023-05-01,1705,N,VIIRS,n,2.0NRT,300.61,36.43,D
8.13121,-67.64288,348.41,0.6,0.7,2023-05-01,1705,N,VIIRS,n,2.0NRT,293.6,14.32,D
8.13184,-68.1152,336.28,0.64,0.72,2023-05-01,1705,N,VIIRS,n,2.0NRT,289.3,5.48,D
8.13294,-68.10922,330.83,0.64,0.72,2023-05-01,1705,N,VIIRS,n,2.0NRT,290.7,8.91,D
8.13562,-68.11198,355.78,0.64,0.72,2023-05-01,1705,N,VIIRS,n,2.0NRT,291.75,18.1,D
8.13769,-67.64415,367,0.6,0.7,2023-05-01,1705,N,VIIRS,h,2.0NRT,293.06,14.32,D
8.14235,-62.1729,355.91,0.51,0.5,2023-05-01,1705,N,VIIRS,n,2.0NRT,301.11,38.86,D
8.14244,-62.53586,338.53,0.54,0.51,2023-05-01,1705,N,VIIRS,n,2.0NRT,298.53,4.05,D
8.14316,-62.1682,341.61,0.51,0.5,2023-05-01,1705,N,VIIRS,n,2.0NRT,298.51,38.86,D
8.1449,-61.79142,334.4,0.48,0.48,2023-05-01,1705,N,VIIRS,n,2.0NRT,297.13,3.52,D
8.15341,-66.61745,332.15,0.51,0.66,2023-05-01,1705,N,VIIRS,n,2.0NRT,293.97,6.09,D
8.1536,-66.61655,335.78,0.51,0.66,2023-05-01,1705,N,VIIRS,n,2.0NRT,294.02,5.76,D
8.15606,-66.60345,367,0.51,0.66,2023-05-01,1705,N,VIIRS,h,2.0NRT,294.64,10.26,D
8.15616,-66.6025,367,0.51,0.66,2023-05-01,1705,N,VIIRS,h,2.0NRT,295.07,18.8,D
8.15695,-66.59878,334.31,0.51,0.66,2023-05-01,1705,N,VIIRS,n,2.0NRT,293.97,11.81,D
8.15845,-63.70267,367,0.32,0.55,2023-05-01,1705,N,VIIRS,h,2.0NRT,300.1,8.69,D
8.15996,-63.70363,342.01,0.32,0.55,2023-05-01,1705,N,VIIRS,n,2.0NRT,298.05,5.87,D
8.1604,-66.61387,340.53,0.51,0.66,2023-05-01,1705,N,VIIRS,n,2.0NRT,294.62,6.09,D
8.16047,-63.70068,367,0.32,0.55,2023-05-01,1705,N,VIIRS,h,2.0NRT,298.8,5.87,D
8.16056,-66.61298,342.57,0.51,0.66,2023-05-01,1705,N,VIIRS,n,2.0NRT,294.59,5.43,D
8.16128,-66.6092,334.06,0.51,0.66,2023-05-01,1705,N,VIIRS,n,2.0NRT,294.59,10.26,D
8.16141,-66.60829,334.39,0.51,0.66,2023-05-01,1705,N,VIIRS,n,2.0NRT,294.66,5.43,D
8.16464,-62.95316,331.19,0.58,0.52,2023-05-01,1705,N,VIIRS,n,2.0NRT,297.94,6.35,D
8.19644,-64.51963,330.29,0.37,0.58,2023-05-01,1705,N,VIIRS,n,2.0NRT,297.58,1.67,D
8.23193,-64.7672,352.29,0.38,0.59,2023-05-01,1705,N,VIIRS,n,2.0NRT,298.81,7.59,D
8.23255,-64.76375,367,0.38,0.59,2023-05-01,1705,N,VIIRS,h,2.0NRT,301.02,15.31,D
8.23498,-63.99837,331.41,0.34,0.56,2023-05-01,1705,N,VIIRS,n,2.0NRT,297.16,4.76,D
8.23938,-66.92853,330.27,0.53,0.67,2023-05-01,1705,N,VIIRS,n,2.0NRT,293.41,10.55,D
8.24192,-66.93047,367,0.53,0.67,2023-05-01,1705,N,VIIRS,h,2.0NRT,295.11,12.11,D
8.24281,-66.92555,353.12,0.53,0.67,2023-05-01,1705,N,VIIRS,n,2.0NRT,295.14,12.11,D
8.24401,-65.01522,350.49,0.4,0.6,2023-05-01,1705,N,VIIRS,n,2.0NRT,299.04,10.17,D
8.24434,-65.0145,367,0.4,0.6,2023-05-01,1705,N,VIIRS,h,2.0NRT,299.02,8.89,D
8.24467,-66.93456,341.55,0.53,0.67,2023-05-01,1705,N,VIIRS,n,2.0NRT,294.83,12.65,D
8.24469,-65.01151,367,0.4,0.6,2023-05-01,1705,N,VIIRS,h,2.0NRT,300.27,10.17,D
8.24477,-66.56643,334.14,0.5,0.66,2023-05-01,1705,N,VIIRS,n,2.0NRT,294.91,5.59,D
8.24499,-65.01081,367,0.4,0.6,2023-05-01,1705,N,VIIRS,h,2.0NRT,299.33,8.89,D
8.24559,-66.92963,367,0.53,0.67,2023-05-01,1705,N,VIIRS,h,2.0NRT,296.87,10.55,D
8.24651,-66.92474,341,0.53,0.67,2023-05-01,1705,N,VIIRS,n,2.0NRT,294.78,10.55,D
8.24986,-64.27763,350.87,0.35,0.57,2023-05-01,1705,N,VIIRS,n,2.0NRT,299.14,5.48,D
8.27551,-64.99821,337.23,0.4,0.6,2023-05-01,1705,N,VIIRS,n,2.0NRT,299.68,4.66,D
8.32533,-68.10722,346.52,0.64,0.72,2023-05-01,1705,N,VIIRS,n,2.0NRT,293.56,16.26,D
8.32905,-68.10739,345.74,0.64,0.72,2023-05-01,1705,N,VIIRS,n,2.0NRT,293,18.88,D
8.37187,-63.83359,354.04,0.33,0.55,2023-05-01,1705,N,VIIRS,n,2.0NRT,299.45,6.87,D
8.3724,-63.83064,367,0.33,0.55,2023-05-01,1705,N,VIIRS,h,2.0NRT,300.85,15.2,D
8.3802,-65.01034,367,0.39,0.6,2023-05-01,1705,N,VIIRS,h,2.0NRT,302.11,10.21,D
8.38247,-62.74313,336.49,0.55,0.51,2023-05-01,1705,N,VIIRS,n,2.0NRT,298.67,5.75,D
8.38569,-65.01134,367,0.39,0.6,2023-05-01,1705,N,VIIRS,h,2.0NRT,301.77,10.21,D
8.38635,-65.00768,338.02,0.39,0.6,2023-05-01,1705,N,VIIRS,n,2.0NRT,300.13,10.21,D
8.38941,-68.2378,350.17,0.65,0.73,2023-05-01,1705,N,VIIRS,n,2.0NRT,292.15,13.23,D
8.39336,-68.24184,337.33,0.65,0.73,2023-05-01,1705,N,VIIRS,n,2.0NRT,291.1,9.05,D
8.40024,-62.50116,331.46,0.53,0.5,2023-05-01,1705,N,VIIRS,n,2.0NRT,299.1,5.98,D
8.40172,-68.72308,349.93,0.7,0.75,2023-05-01,1705,N,VIIRS,n,2.0NRT,290.5,9.87,D
8.40208,-68.72082,340.27,0.7,0.75,2023-05-01,1705,N,VIIRS,n,2.0NRT,290.44,10.17,D
8.42153,-64.43186,332.26,0.36,0.57,2023-05-01,1705,N,VIIRS,n,2.0NRT,293.93,3.83,D
8.42271,-67.93951,331.93,0.62,0.71,2023-05-01,1705,N,VIIRS,n,2.0NRT,293.09,4.46,D
8.43711,-66.09818,331.58,0.47,0.64,2023-05-01,1705,N,VIIRS,n,2.0NRT,296.35,4.36,D
8.44052,-65.14469,330.32,0.4,0.6,2023-05-01,1705,N,VIIRS,n,2.0NRT,298.57,6.71,D
8.44117,-65.14624,349.88,0.4,0.6,2023-05-01,1705,N,VIIRS,n,2.0NRT,298.72,4.52,D
8.44748,-63.61157,349.8,0.63,0.54,2023-05-01,1705,N,VIIRS,n,2.0NRT,299.74,10.46,D
8.44849,-63.60582,333.75,0.63,0.54,2023-05-01,1705,N,VIIRS,n,2.0NRT,299.04,10.46,D
8.44874,-68.81225,349.17,0.7,0.75,2023-05-01,1705,N,VIIRS,n,2.0NRT,291.13,10.36,D
8.45362,-61.45887,334.46,0.45,0.47,2023-05-01,1705,N,VIIRS,n,2.0NRT,296.31,45.79,D
8.45449,-63.60093,337.16,0.63,0.54,2023-05-01,1705,N,VIIRS,n,2.0NRT,299.4,8.47,D
8.45848,-63.60756,332.86,0.63,0.54,2023-05-01,1705,N,VIIRS,n,2.0NRT,298.54,5.54,D
8.45949,-63.60179,332.63,0.63,0.54,2023-05-01,1705,N,VIIRS,n,2.0NRT,299.13,7,D
8.46015,-66.20629,331.55,0.47,0.64,2023-05-01,1705,N,VIIRS,n,2.0NRT,295.71,4.86,D
8.46094,-66.20194,349.41,0.47,0.64,2023-05-01,1705,N,VIIRS,n,2.0NRT,296.59,4.86,D
8.46364,-66.20612,335.02,0.47,0.64,2023-05-01,1705,N,VIIRS,n,2.0NRT,295.88,5.01,D
8.46446,-66.20177,332.42,0.47,0.64,2023-05-01,1705,N,VIIRS,n,2.0NRT,296.37,5.01,D
8.46494,-63.14046,334.95,0.59,0.53,2023-05-01,1705,N,VIIRS,n,2.0NRT,301.79,4.62,D
8.47541,-62.39534,330.22,0.52,0.5,2023-05-01,1705,N,VIIRS,l,2.0NRT,303.32,5.09,D
8.47888,-68.02413,367,0.62,0.72,2023-05-01,1705,N,VIIRS,h,2.0NRT,292.52,18.27,D
8.48473,-65.24794,350.23,0.41,0.6,2023-05-01,1705,N,VIIRS,n,2.0NRT,295.73,4.48,D
8.48588,-63.14673,334.53,0.59,0.53,2023-05-01,1705,N,VIIRS,n,2.0NRT,298.64,4.55,D
8.4928,-64.92158,331.39,0.39,0.59,2023-05-01,1705,N,VIIRS,n,2.0NRT,296.62,2.16,D
8.52759,-64.07145,352.61,0.34,0.56,2023-05-01,1705,N,VIIRS,n,2.0NRT,302.33,5.34,D
8.52873,-64.0705,355.23,0.34,0.56,2023-05-01,1705,N,VIIRS,n,2.0NRT,301.73,4.29,D
8.52917,-65.09578,331.74,0.4,0.6,2023-05-01,1705,N,VIIRS,n,2.0NRT,298.86,3.26,D
8.5409,-62.15429,334.33,0.5,0.49,2023-05-01,1705,N,VIIRS,n,2.0NRT,297.12,3.79,D
8.55139,-64.24198,332.41,0.35,0.57,2023-05-01,1705,N,VIIRS,n,2.0NRT,300.59,7.68,D
8.55194,-64.23884,367,0.35,0.57,2023-05-01,1705,N,VIIRS,h,2.0NRT,300.2,7.78,D
8.56317,-68.7691,331.35,0.7,0.75,2023-05-01,1705,N,VIIRS,n,2.0NRT,290.62,4.89,D
8.56389,-68.87682,350.42,0.71,0.75,2023-05-01,1705,N,VIIRS,n,2.0NRT,292.32,16.15,D
8.56516,-68.87023,342.25,0.71,0.75,2023-05-01,1705,N,VIIRS,n,2.0NRT,291.69,31.53,D
8.56696,-66.17554,333.04,0.47,0.64,2023-05-01,1705,N,VIIRS,n,2.0NRT,296.76,1.67,D
8.56811,-63.93973,331.09,0.33,0.55,2023-05-01,1705,N,VIIRS,n,2.0NRT,300.65,3.46,D
8.56967,-68.87978,357.02,0.71,0.75,2023-05-01,1705,N,VIIRS,l,2.0NRT,289.49,16.34,D
8.57083,-68.87809,357.39,0.71,0.75,2023-05-01,1705,N,VIIRS,l,2.0NRT,289.43,16.15,D
8.57098,-68.87317,350.76,0.71,0.75,2023-05-01,1705,N,VIIRS,n,2.0NRT,289.48,16.34,D
8.59461,-65.10498,342.05,0.4,0.6,2023-05-01,1705,N,VIIRS,n,2.0NRT,302.37,6.44,D
8.61443,-62.2701,334.28,0.51,0.49,2023-05-01,1705,N,VIIRS,n,2.0NRT,298.14,7.95,D
8.61494,-62.26677,344.02,0.51,0.49,2023-05-01,1705,N,VIIRS,n,2.0NRT,298.19,8.33,D
8.61524,-62.26546,331.03,0.51,0.49,2023-05-01,1705,N,VIIRS,n,2.0NRT,298.3,7.95,D
8.61566,-67.65993,346.34,0.59,0.7,2023-05-01,1705,N,VIIRS,n,2.0NRT,292.59,22.62,D
8.61568,-67.65692,367,0.59,0.7,2023-05-01,1705,N,VIIRS,h,2.0NRT,294.59,20.05,D
8.61669,-67.6515,367,0.59,0.7,2023-05-01,1705,N,VIIRS,h,2.0NRT,294.51,20.05,D
8.6167,-67.65453,367,0.59,0.7,2023-05-01,1705,N,VIIRS,h,2.0NRT,296.76,29.75,D
8.61775,-67.64912,351.71,0.59,0.7,2023-05-01,1705,N,VIIRS,n,2.0NRT,293.52,29.75,D
8.61871,-62.27221,331.96,0.51,0.49,2023-05-01,1705,N,VIIRS,n,2.0NRT,297.71,6.97,D
8.62027,-62.2629,333.13,0.51,0.49,2023-05-01,1705,N,VIIRS,n,2.0NRT,299.35,7.47,D
8.62213,-67.65813,367,0.59,0.7,2023-05-01,1705,N,VIIRS,h,2.0NRT,290.37,12.97,D
8.62314,-67.65271,350.62,0.59,0.7,2023-05-01,1705,N,VIIRS,n,2.0NRT,293.89,12.97,D
8.62315,-67.65572,367,0.59,0.7,2023-05-01,1705,N,VIIRS,h,2.0NRT,292.39,19.39,D
8.62487,-65.72314,337.78,0.44,0.62,2023-05-01,1705,N,VIIRS,n,2.0NRT,295.6,3.65,D
8.64297,-61.93612,336.82,0.49,0.48,2023-05-01,1705,N,VIIRS,n,2.0NRT,297.41,2.39,D
8.64378,-64.14879,331,0.34,0.56,2023-05-01,1705,N,VIIRS,n,2.0NRT,296.3,2.17,D
8.65885,-64.81187,331.48,0.38,0.59,2023-05-01,1705,N,VIIRS,n,2.0NRT,300.33,2.49,D
8.65946,-64.80844,334.23,0.38,0.59,2023-05-01,1705,N,VIIRS,n,2.0NRT,298.89,2.49,D
8.67118,-63.96672,339.33,0.33,0.55,2023-05-01,1705,N,VIIRS,n,2.0NRT,297.3,4.15,D
8.67119,-68.08077,335.49,0.63,0.72,2023-05-01,1705,N,VIIRS,n,2.0NRT,294.36,6.77,D
8.67119,-65.21333,330.43,0.4,0.6,2023-05-01,1705,N,VIIRS,n,2.0NRT,299.28,2.22,D
8.67422,-68.08418,341.82,0.62,0.72,2023-05-01,1705,N,VIIRS,n,2.0NRT,294.3,10.99,D
8.67454,-65.195,339.55,0.4,0.6,2023-05-01,1705,N,VIIRS,n,2.0NRT,298.05,3.17,D
8.68034,-62.67313,344.19,0.54,0.51,2023-05-01,1705,N,VIIRS,n,2.0NRT,312.79,59.99,D
8.68121,-62.66819,348.66,0.54,0.51,2023-05-01,1705,N,VIIRS,n,2.0NRT,304.38,59.99,D
8.68502,-62.6739,343.32,0.54,0.51,2023-05-01,1705,N,VIIRS,n,2.0NRT,314.31,59.99,D
8.68519,-63.15377,352.4,0.58,0.52,2023-05-01,1705,N,VIIRS,n,2.0NRT,306.72,14.37,D
