latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
7.09088,-69.8071,331.72,0.49,0.4,2023-05-04,1747,N,VIIRS,n,2.0NRT,299.79,2.97,D
7.09394,-63.82802,336.83,0.43,0.38,2023-05-04,1747,N,VIIRS,n,2.0NRT,300.5,4.11,D
7.09655,-74.44965,353.5,0.32,0.55,2023-05-04,1747,N,VIIRS,n,2.0NRT,293.51,6.82,D
7.09967,-62.10718,340.8,0.51,0.41,2023-05-04,1747,N,VIIRS,n,2.0NRT,301.36,7.62,D
7.10061,-62.314,336.26,0.5,0.41,2023-05-04,1747,N,VIIRS,n,2.0NRT,302.09,5.37,D
7.10394,-62.21177,335.02,0.51,0.41,2023-05-04,1747,N,VIIRS,n,2.0NRT,304.36,3.72,D
7.10473,-62.45138,340.13,0.49,0.4,2023-05-04,1747,N,VIIRS,n,2.0NRT,300.48,5.61,D
7.10704,-69.26197,346.86,0.46,0.39,2023-05-04,1747,N,VIIRS,n,2.0NRT,297.22,4.98,D
7.10914,-68.09309,343.85,0.41,0.37,2023-05-04,1747,N,VIIRS,l,2.0NRT,304.47,3.88,D
7.11257,-68.09363,337.67,0.41,0.37,2023-05-04,1747,N,VIIRS,l,2.0NRT,303.2,3.88,D
7.11416,-58.52544,330.55,0.58,0.52,2023-05-04,1747,N,VIIRS,n,2.0NRT,295.02,5.04,D
7.11421,-66.91008,335.1,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,303.24,4.56,D
7.11565,-58.52773,334.62,0.58,0.52,2023-05-04,1747,N,VIIRS,n,2.0NRT,293.74,3.9,D
7.12565,-69.16751,334.13,0.46,0.39,2023-05-04,1747,N,VIIRS,l,2.0NRT,303.05,4.74,D
7.14253,-71.75338,341.67,0.42,0.45,2023-05-04,1747,N,VIIRS,n,2.0NRT,298.23,6.25,D
7.14818,-71.71896,334.67,0.42,0.45,2023-05-04,1747,N,VIIRS,n,2.0NRT,295.94,2.14,D
7.15306,-71.25749,335.15,0.39,0.44,2023-05-04,1747,N,VIIRS,n,2.0NRT,295.4,4.48,D
7.15342,-71.25475,343.96,0.39,0.44,2023-05-04,1747,N,VIIRS,n,2.0NRT,297.55,9.06,D
7.15363,-71.25393,340.4,0.39,0.44,2023-05-04,1747,N,VIIRS,n,2.0NRT,296.99,8.36,D
7.15501,-74.40974,352.91,0.32,0.54,2023-05-04,1747,N,VIIRS,n,2.0NRT,291.21,3.99,D
7.15514,-74.4074,330.38,0.64,0.54,2023-05-04,1747,N,VIIRS,n,2.0NRT,290.68,4.37,D
7.1559,-68.58759,332.23,0.43,0.38,2023-05-04,1747,N,VIIRS,l,2.0NRT,301.25,4.72,D
7.15652,-68.5837,332.02,0.43,0.38,2023-05-04,1747,N,VIIRS,l,2.0NRT,301.71,5.4,D
7.16069,-73.50642,336.23,0.55,0.51,2023-05-04,1747,N,VIIRS,n,2.0NRT,294.16,10.52,D
7.16169,-66.86715,340.73,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,304.58,7.28,D
7.16331,-71.1935,331.84,0.39,0.44,2023-05-04,1747,N,VIIRS,n,2.0NRT,300.26,6.01,D
7.16387,-71.18997,341.1,0.39,0.44,2023-05-04,1747,N,VIIRS,n,2.0NRT,296.62,4.7,D
7.16411,-71.19093,342.63,0.39,0.44,2023-05-04,1747,N,VIIRS,n,2.0NRT,298.41,5.45,D
7.16465,-70.30724,334.53,0.52,0.42,2023-05-04,1747,N,VIIRS,n,2.0NRT,297.51,7.16,D
7.16771,-70.31255,344.79,0.52,0.42,2023-05-04,1747,N,VIIRS,n,2.0NRT,293.86,7.16,D
7.16898,-66.97598,352.6,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,303.83,11.57,D
7.17398,-71.69193,339.46,0.42,0.45,2023-05-04,1747,N,VIIRS,n,2.0NRT,296.96,8.23,D
7.19199,-65.70429,332.42,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,300.8,1.91,D
7.19481,-66.95487,341.98,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,304.7,5.21,D
7.19807,-74.42727,344.76,0.32,0.54,2023-05-04,1747,N,VIIRS,n,2.0NRT,294.36,4.7,D
7.20844,-70.97446,334.44,0.57,0.43,2023-05-04,1747,N,VIIRS,n,2.0NRT,299.08,6.66,D
7.21094,-70.97198,332.28,0.57,0.43,2023-05-04,1747,N,VIIRS,n,2.0NRT,300.14,3.98,D
7.21982,-63.90877,330.27,0.42,0.38,2023-05-04,1747,N,VIIRS,n,2.0NRT,297.03,2.02,D
7.22875,-65.79887,337.36,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,304.02,3.72,D
7.2317,-67.00368,340.94,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,301.96,4.55,D
7.2355,-71.2864,339.25,0.39,0.44,2023-05-04,1747,N,VIIRS,n,2.0NRT,297.93,3.36,D
7.23988,-67.6324,338.57,0.4,0.37,2023-05-04,1747,N,VIIRS,n,2.0NRT,302.33,2.7,D
7.24323,-65.6121,337.08,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,303.46,6.46,D
7.24569,-70.79859,348.63,0.55,0.43,2023-05-04,1747,N,VIIRS,n,2.0NRT,297.75,16.23,D
7.24856,-61.56777,338.41,0.55,0.43,2023-05-04,1747,N,VIIRS,n,2.0NRT,303.13,3.69,D
7.24965,-62.11249,335.36,0.52,0.41,2023-05-04,1747,N,VIIRS,l,2.0NRT,307.81,4.66,D
7.25015,-61.4697,333.85,0.56,0.43,2023-05-04,1747,N,VIIRS,n,2.0NRT,300.81,11.68,D
7.25159,-62.11614,337.3,0.52,0.41,2023-05-04,1747,N,VIIRS,l,2.0NRT,308.61,9.61,D
7.25214,-66.78091,355.86,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,307.51,22.49,D
7.2525,-61.56834,330.95,0.55,0.43,2023-05-04,1747,N,VIIRS,n,2.0NRT,299.74,3.69,D
7.25267,-66.77741,335.98,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,301.33,6.96,D
7.25278,-62.11771,334.84,0.52,0.41,2023-05-04,1747,N,VIIRS,l,2.0NRT,307.25,4.66,D
7.25438,-73.36211,340.93,0.54,0.51,2023-05-04,1747,N,VIIRS,n,2.0NRT,296.73,5.94,D
7.25546,-66.78141,346.48,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,302.66,15.53,D
7.256,-66.77792,353.02,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,310.02,24.73,D
7.25932,-66.77843,345.29,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,307.74,24.73,D
7.25977,-69.12097,354.73,0.45,0.39,2023-05-04,1747,N,VIIRS,l,2.0NRT,304.73,10.93,D
7.25986,-66.77493,349.17,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,303.07,24.73,D
7.26334,-69.12154,345.11,0.45,0.39,2023-05-04,1747,N,VIIRS,l,2.0NRT,302.32,10.93,D
7.26809,-66.58714,350.84,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,309.16,5.89,D
7.28006,-67.73147,331.04,0.4,0.37,2023-05-04,1747,N,VIIRS,l,2.0NRT,300.68,1.53,D
7.28062,-67.72783,343.14,0.4,0.37,2023-05-04,1747,N,VIIRS,n,2.0NRT,301.44,3.1,D
7.28117,-67.7242,331.39,0.4,0.37,2023-05-04,1747,N,VIIRS,l,2.0NRT,301.36,3.1,D
7.28255,-67.57995,342.62,0.4,0.37,2023-05-04,1747,N,VIIRS,n,2.0NRT,306.34,3.09,D
7.2831,-67.57635,334.13,0.4,0.37,2023-05-04,1747,N,VIIRS,l,2.0NRT,303.17,3.09,D
7.28501,-67.25098,340.9,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,307.47,11.03,D
7.28623,-67.71381,337.03,0.4,0.37,2023-05-04,1747,N,VIIRS,l,2.0NRT,303.98,3.62,D
7.28661,-67.7144,336.45,0.4,0.37,2023-05-04,1747,N,VIIRS,l,2.0NRT,303.96,3.97,D
7.28717,-67.71077,331.56,0.4,0.37,2023-05-04,1747,N,VIIRS,l,2.0NRT,302.91,3.97,D
7.29029,-69.04257,337.14,0.45,0.39,2023-05-04,1747,N,VIIRS,n,2.0NRT,300.23,5.53,D
7.29056,-67.71129,355.27,0.4,0.37,2023-05-04,1747,N,VIIRS,n,2.0NRT,303.21,3.97,D
7.29058,-67.64027,333.64,0.4,0.37,2023-05-04,1747,N,VIIRS,l,2.0NRT,302.99,3.43,D
7.29113,-67.63665,336.61,0.4,0.37,2023-05-04,1747,N,VIIRS,l,2.0NRT,303.2,3.43,D
7.29281,-67.71908,339.5,0.4,0.37,2023-05-04,1747,N,VIIRS,n,2.0NRT,301.67,2.61,D
7.2996,-67.44653,348.04,0.4,0.37,2023-05-04,1747,N,VIIRS,n,2.0NRT,301.16,6.75,D
7.30648,-68.36726,340.4,0.42,0.38,2023-05-04,1747,N,VIIRS,l,2.0NRT,298.47,3.61,D
7.30692,-65.68301,342.9,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,304.36,3.38,D
7.30796,-65.67603,332.89,0.39,0.36,2023-05-04,1747,N,VIIRS,l,2.0NRT,302.9,2.36,D
7.31024,-65.68351,338.62,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,303.11,3.38,D
7.31307,-67.87916,341.75,0.41,0.37,2023-05-04,1747,N,VIIRS,n,2.0NRT,303.76,4.69,D
7.31363,-67.87549,338.18,0.41,0.37,2023-05-04,1747,N,VIIRS,l,2.0NRT,304.37,5.88,D
7.31472,-67.14684,335.13,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,304.14,2.23,D
7.31526,-67.14331,335.68,0.39,0.36,2023-05-04,1747,N,VIIRS,l,2.0NRT,306.28,2.23,D
7.31581,-67.13979,337.69,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,304.33,3.08,D
7.31704,-67.87602,339.7,0.41,0.37,2023-05-04,1747,N,VIIRS,l,2.0NRT,302.76,4.43,D
7.31719,-74.50821,330.71,0.32,0.55,2023-05-04,1747,N,VIIRS,n,2.0NRT,294.43,2.07,D
7.31861,-67.14383,342.06,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,304.32,2.23,D
7.32235,-70.62356,331.33,0.54,0.42,2023-05-04,1747,N,VIIRS,n,2.0NRT,298.31,5.33,D
7.3258,-67.41032,330.65,0.4,0.37,2023-05-04,1747,N,VIIRS,l,2.0NRT,303.04,2.61,D
7.32611,-67.20653,337,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,302.51,2.74,D
7.33638,-64.28569,331.83,0.41,0.37,2023-05-04,1747,N,VIIRS,n,2.0NRT,300.15,1.88,D
7.34306,-67.75291,348.21,0.4,0.37,2023-05-04,1747,N,VIIRS,n,2.0NRT,305.01,5.92,D
7.35983,-67.62197,347.11,0.4,0.37,2023-05-04,1747,N,VIIRS,n,2.0NRT,303.06,5.3,D
7.36033,-69.929,330.36,0.49,0.41,2023-05-04,1747,N,VIIRS,n,2.0NRT,295.89,1.85,D
7.3621,-67.62972,332.02,0.4,0.37,2023-05-04,1747,N,VIIRS,l,2.0NRT,303.35,2.44,D
7.36265,-67.62611,333.82,0.4,0.37,2023-05-04,1747,N,VIIRS,l,2.0NRT,306.1,2.44,D
7.36321,-67.6225,343.15,0.4,0.37,2023-05-04,1747,N,VIIRS,l,2.0NRT,305.67,7.83,D
7.36377,-67.6189,353.94,0.4,0.37,2023-05-04,1747,N,VIIRS,n,2.0NRT,307.45,7.83,D
7.36431,-67.61536,335.63,0.4,0.37,2023-05-04,1747,N,VIIRS,l,2.0NRT,301.97,16.68,D
7.36603,-67.62663,338.41,0.4,0.37,2023-05-04,1747,N,VIIRS,l,2.0NRT,306.5,2.44,D
7.36769,-67.61588,343.18,0.4,0.37,2023-05-04,1747,N,VIIRS,l,2.0NRT,305.45,16.68,D
7.36825,-67.61227,352.02,0.4,0.37,2023-05-04,1747,N,VIIRS,n,2.0NRT,311.95,16.68,D
7.37162,-67.61279,340.89,0.4,0.37,2023-05-04,1747,N,VIIRS,n,2.0NRT,304.07,8.2,D
7.37205,-62.30195,333.62,0.51,0.41,2023-05-04,1747,N,VIIRS,n,2.0NRT,302.62,4.14,D
7.3739,-67.62046,351.34,0.4,0.37,2023-05-04,1747,N,VIIRS,n,2.0NRT,307.62,43.11,D
7.37444,-67.61693,350.11,0.4,0.37,2023-05-04,1747,N,VIIRS,n,2.0NRT,304.79,8.2,D
7.375,-67.61332,367,0.4,0.37,2023-05-04,1747,N,VIIRS,h,2.0NRT,303.55,8.2,D
7.37824,-67.54744,338.13,0.4,0.37,2023-05-04,1747,N,VIIRS,l,2.0NRT,304.27,7.46,D
7.37879,-67.54385,342,0.4,0.37,2023-05-04,1747,N,VIIRS,l,2.0NRT,306.78,27.04,D
7.38142,-58.53392,341.67,0.58,0.52,2023-05-04,1747,N,VIIRS,n,2.0NRT,298.8,5.13,D
7.38154,-67.12536,337.07,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,302.94,3.18,D
7.38161,-67.32471,332.08,0.39,0.36,2023-05-04,1747,N,VIIRS,l,2.0NRT,303.46,5.62,D
7.38216,-67.32116,346.99,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,302.95,5.62,D
7.38433,-67.12939,346.45,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,303.64,15.9,D
7.38488,-67.12587,338.72,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,300.81,15.9,D
7.38618,-68.52402,337.24,0.43,0.38,2023-05-04,1747,N,VIIRS,l,2.0NRT,302.56,3.85,D
7.38767,-67.12991,339.65,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,310,15.9,D
7.38822,-67.12638,339.04,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,300.32,15.9,D
7.39845,-67.34917,340.74,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,302.88,5.1,D
7.40056,-67.3131,333.04,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,301.39,2.85,D
7.40128,-65.75087,334.34,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,302.67,4.96,D
7.4018,-65.74739,342.51,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,302.31,5.19,D
7.40212,-66.95496,341.48,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,303.85,7.45,D
7.4022,-67.30244,342.82,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,302.36,4.02,D
7.40292,-68.91953,334.94,0.44,0.38,2023-05-04,1747,N,VIIRS,l,2.0NRT,302.19,2.87,D
7.40354,-68.91553,330.65,0.44,0.38,2023-05-04,1747,N,VIIRS,l,2.0NRT,301.76,2.87,D
7.40501,-67.30651,342.51,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,300.97,2.8,D
7.40556,-67.30296,336.15,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,301.38,2.8,D
7.41239,-65.63126,334.07,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,299.46,3.37,D
7.41939,-65.60722,335.98,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,301.17,3.6,D
7.42204,-63.67968,337.16,0.43,0.38,2023-05-04,1747,N,VIIRS,n,2.0NRT,305.47,4.11,D
7.42252,-67.08114,330.57,0.39,0.36,2023-05-04,1747,N,VIIRS,l,2.0NRT,301.93,3.92,D
7.42262,-63.67576,331.69,0.44,0.38,2023-05-04,1747,N,VIIRS,n,2.0NRT,299.66,4.11,D
7.43109,-70.09139,338.51,0.5,0.41,2023-05-04,1747,N,VIIRS,n,2.0NRT,300.38,10.63,D
7.43166,-62.58489,338.62,0.49,0.4,2023-05-04,1747,N,VIIRS,n,2.0NRT,303.44,5.26,D
7.44021,-69.35048,349.06,0.46,0.39,2023-05-04,1747,N,VIIRS,n,2.0NRT,301.46,9.31,D
7.44048,-66.63547,341.14,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,303.57,6.46,D
7.44382,-69.35106,347.95,0.46,0.39,2023-05-04,1747,N,VIIRS,n,2.0NRT,299.74,9.31,D
7.44896,-61.67362,335.77,0.55,0.43,2023-05-04,1747,N,VIIRS,n,2.0NRT,301.05,5.2,D
7.46041,-68.25542,333.7,0.42,0.37,2023-05-04,1747,N,VIIRS,l,2.0NRT,300.3,4.44,D
7.46084,-67.18816,332.93,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,301.17,0.85,D
7.46112,-58.80736,340.02,0.56,0.52,2023-05-04,1747,N,VIIRS,n,2.0NRT,295.44,7.82,D
7.46153,-67.48727,367,0.4,0.37,2023-05-04,1747,N,VIIRS,h,2.0NRT,305.68,14.4,D
7.46183,-58.80219,331.78,0.56,0.52,2023-05-04,1747,N,VIIRS,n,2.0NRT,293.68,7.47,D
7.46198,-66.86813,351.64,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,304.78,8.47,D
7.46419,-67.18868,336.06,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,302.01,1.71,D
7.46473,-67.18514,330.94,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,299.93,3.05,D
7.46489,-67.48779,352.94,0.4,0.37,2023-05-04,1747,N,VIIRS,n,2.0NRT,308.44,15.29,D
7.46526,-68.47361,333.29,0.42,0.38,2023-05-04,1747,N,VIIRS,l,2.0NRT,298.7,2.25,D
7.46544,-67.48421,349,0.4,0.37,2023-05-04,1747,N,VIIRS,n,2.0NRT,311.22,19.09,D
7.46825,-67.4883,331.81,0.4,0.37,2023-05-04,1747,N,VIIRS,l,2.0NRT,306.41,15.29,D
7.46881,-67.48473,336.61,0.4,0.37,2023-05-04,1747,N,VIIRS,l,2.0NRT,305.34,19.09,D
7.47012,-61.97126,335.63,0.53,0.42,2023-05-04,1747,N,VIIRS,n,2.0NRT,305.14,2.8,D
7.47106,-67.49241,333.87,0.4,0.37,2023-05-04,1747,N,VIIRS,l,2.0NRT,305.37,6.53,D
7.47162,-67.48883,345,0.4,0.37,2023-05-04,1747,N,VIIRS,l,2.0NRT,304.72,6.53,D
7.47217,-67.48524,339.19,0.4,0.37,2023-05-04,1747,N,VIIRS,l,2.0NRT,306.91,10.96,D
7.4852,-67.985,342.77,0.41,0.37,2023-05-04,1747,N,VIIRS,n,2.0NRT,302.66,4.76,D
7.48532,-64.94753,335.47,0.4,0.37,2023-05-04,1747,N,VIIRS,n,2.0NRT,297.58,6.43,D
7.48942,-63.55994,339.12,0.44,0.38,2023-05-04,1747,N,VIIRS,n,2.0NRT,303.45,5.27,D
7.48976,-61.9445,341.27,0.53,0.42,2023-05-04,1747,N,VIIRS,n,2.0NRT,306.19,4.59,D
7.49047,-61.93967,333.75,0.53,0.42,2023-05-04,1747,N,VIIRS,l,2.0NRT,304.84,4.59,D
7.49105,-61.94225,347.73,0.53,0.42,2023-05-04,1747,N,VIIRS,n,2.0NRT,305.86,8.49,D
7.49119,-68.10338,349.64,0.41,0.37,2023-05-04,1747,N,VIIRS,n,2.0NRT,306.28,11.17,D
7.4919,-68.46215,336.22,0.42,0.38,2023-05-04,1747,N,VIIRS,n,2.0NRT,299.93,4.22,D
7.49249,-68.45833,333.2,0.42,0.38,2023-05-04,1747,N,VIIRS,n,2.0NRT,301.69,4.22,D
7.49308,-68.45451,331.59,0.42,0.38,2023-05-04,1747,N,VIIRS,n,2.0NRT,301.12,5.57,D
7.49386,-68.46246,331.43,0.42,0.38,2023-05-04,1747,N,VIIRS,n,2.0NRT,298.45,3.93,D
7.49447,-68.45864,353.74,0.42,0.38,2023-05-04,1747,N,VIIRS,n,2.0NRT,305.68,3.93,D
7.49507,-68.45483,356.77,0.42,0.38,2023-05-04,1747,N,VIIRS,n,2.0NRT,305.42,8.5,D
7.49596,-68.45887,352.79,0.42,0.38,2023-05-04,1747,N,VIIRS,n,2.0NRT,304.06,4.22,D
7.49655,-68.45506,367,0.42,0.38,2023-05-04,1747,N,VIIRS,h,2.0NRT,304.98,5.57,D
7.49714,-68.45123,331.84,0.42,0.38,2023-05-04,1747,N,VIIRS,n,2.0NRT,303.73,5.57,D
7.49793,-68.45918,336.49,0.42,0.38,2023-05-04,1747,N,VIIRS,n,2.0NRT,302.96,3.93,D
7.49854,-68.45537,331.88,0.42,0.38,2023-05-04,1747,N,VIIRS,l,2.0NRT,301.28,8.5,D
7.49969,-68.36594,333.25,0.42,0.38,2023-05-04,1747,N,VIIRS,l,2.0NRT,300.26,2.53,D
7.50315,-68.36649,339.08,0.42,0.38,2023-05-04,1747,N,VIIRS,n,2.0NRT,301.48,2.53,D
7.50686,-67.93565,336.43,0.41,0.37,2023-05-04,1747,N,VIIRS,n,2.0NRT,301.84,2.61,D
7.50776,-61.84811,332.42,0.54,0.42,2023-05-04,1747,N,VIIRS,n,2.0NRT,301.25,3.77,D
7.50902,-67.26853,339.46,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,304.43,4.27,D
7.50917,-67.49097,335.75,0.4,0.37,2023-05-04,1747,N,VIIRS,l,2.0NRT,306.61,5.33,D
7.51464,-68.37611,331.33,0.42,0.38,2023-05-04,1747,N,VIIRS,l,2.0NRT,302.75,3.45,D
7.51549,-66.91932,346.07,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,309.24,33.95,D
7.516,-62.42296,336.89,0.5,0.41,2023-05-04,1747,N,VIIRS,n,2.0NRT,306.49,1.84,D
7.51666,-62.41842,330.91,0.5,0.41,2023-05-04,1747,N,VIIRS,l,2.0NRT,302.79,1.84,D
7.51815,-66.9203,343.28,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,304.4,6.12,D
7.51822,-63.734,335.82,0.43,0.38,2023-05-04,1747,N,VIIRS,n,2.0NRT,301.71,4.88,D
7.51854,-66.78738,334.4,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,302.15,0.99,D
7.52094,-66.9243,339.22,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,302.15,6.85,D
7.52427,-66.92482,344.64,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,304.46,2.29,D
7.52742,-64.16817,333.13,0.42,0.38,2023-05-04,1747,N,VIIRS,n,2.0NRT,302.56,4.21,D
7.52759,-67.17001,343.28,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,302.31,4.52,D
7.5276,-66.92533,331.66,0.39,0.36,2023-05-04,1747,N,VIIRS,l,2.0NRT,304.8,2.29,D
7.53039,-67.17406,334.41,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,300.96,4.52,D
7.53093,-67.17052,349.85,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,302.24,4.52,D
7.53147,-67.167,333.51,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,300.32,5.26,D
7.54034,-65.63674,351.06,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,307.03,6.52,D
7.54169,-62.46221,336.39,0.5,0.41,2023-05-04,1747,N,VIIRS,l,2.0NRT,306.64,12.72,D
7.54498,-74.10368,332.9,0.6,0.53,2023-05-04,1747,N,VIIRS,n,2.0NRT,296.01,3.36,D
7.54586,-74.09845,335.06,0.6,0.53,2023-05-04,1747,N,VIIRS,n,2.0NRT,295.74,8.5,D
7.5467,-74.09344,340.58,0.6,0.53,2023-05-04,1747,N,VIIRS,n,2.0NRT,295.47,8.5,D
7.54781,-74.10123,337.58,0.6,0.53,2023-05-04,1747,N,VIIRS,n,2.0NRT,293.88,5.79,D
7.54795,-68.27695,337.95,0.42,0.37,2023-05-04,1747,N,VIIRS,n,2.0NRT,303.11,7.47,D
7.54812,-63.85384,339.26,0.43,0.38,2023-05-04,1747,N,VIIRS,n,2.0NRT,301.97,5.57,D
7.54868,-63.84995,348.36,0.43,0.38,2023-05-04,1747,N,VIIRS,n,2.0NRT,300.93,11.41,D
7.54871,-74.09612,349.87,0.6,0.53,2023-05-04,1747,N,VIIRS,n,2.0NRT,293.72,12.67,D
7.5498,-63.84222,333.17,0.43,0.38,2023-05-04,1747,N,VIIRS,n,2.0NRT,298.76,5.04,D
7.55174,-64.19473,330.61,0.42,0.37,2023-05-04,1747,N,VIIRS,n,2.0NRT,298.6,1.43,D
7.55643,-67.27222,343.87,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,303.84,3.53,D
7.56174,-64.24641,333.12,0.42,0.37,2023-05-04,1747,N,VIIRS,l,2.0NRT,304.76,3.54,D
7.56719,-65.97325,335.01,0.38,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,301.29,2.19,D
7.56791,-67.10764,339.54,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,304.34,5.45,D
7.56927,-66.94248,345.39,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,304.31,3.08,D
7.57087,-66.084,351.35,0.38,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,304.58,3.36,D
7.5726,-66.94299,331.66,0.39,0.36,2023-05-04,1747,N,VIIRS,l,2.0NRT,303,3.08,D
7.57364,-62.15163,341.2,0.52,0.41,2023-05-04,1747,N,VIIRS,n,2.0NRT,304.68,5.21,D
7.57419,-66.0845,332.68,0.38,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,301.5,3.36,D
7.58313,-66.94102,336.84,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,301.02,3.04,D
7.58482,-67.15355,337.22,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,302.01,1.72,D
7.58598,-70.87694,331.35,0.55,0.43,2023-05-04,1747,N,VIIRS,n,2.0NRT,295.98,4.42,D
7.58646,-66.94154,345.29,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,302.57,3.04,D
7.59192,-67.61034,350.76,0.4,0.37,2023-05-04,1747,N,VIIRS,n,2.0NRT,304.01,18.86,D
7.59211,-65.12849,336.77,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,304.21,5.97,D
7.59218,-67.47451,332.09,0.4,0.37,2023-05-04,1747,N,VIIRS,l,2.0NRT,303.16,3.94,D
7.60056,-62.45219,353.14,0.5,0.41,2023-05-04,1747,N,VIIRS,n,2.0NRT,310.01,16.48,D
7.60612,-65.87238,348.11,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,304.03,6.81,D
7.60742,-62.45776,352.08,0.5,0.41,2023-05-04,1747,N,VIIRS,n,2.0NRT,308.21,18,D
7.61027,-66.42805,333.45,0.38,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,301.59,2.18,D
7.61118,-62.45828,356.04,0.5,0.41,2023-05-04,1747,N,VIIRS,n,2.0NRT,305.75,18,D
7.61183,-62.45375,338.34,0.5,0.41,2023-05-04,1747,N,VIIRS,n,2.0NRT,305.79,8.7,D
7.61676,-67.13692,337.16,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,301.91,2.49,D
7.6201,-67.13744,336.89,0.39,0.36,2023-05-04,1747,N,VIIRS,n,2.0NRT,302.58,4.23,D
7.62233,-68.40105,333.42,0.42,0.38,2023-05-04,1747,N,VIIRS,l,2.0NRT,306.16,6.17,D
