datetime;bateria;nf;cmca
2023-10-30 12:44:05;96;564;121
2023-10-30 12:45:04;96;564;121
2023-10-30 12:46:04;96;564;121
2023-10-30 12:47:04;96;564;121
2023-10-30 12:48:04;96;564;121
2023-10-30 12:49:04;96;564;121
2023-10-30 12:50:04;96;564;121
2023-10-30 12:51:04;96;564;121
2023-10-30 12:52:04;96;564;121
2023-10-30 12:53:03;96;564;121
2023-10-30 12:54:03;96;564;121
2023-10-30 12:55:03;96;564;121
2023-10-30 12:56:03;96;564;121
2023-10-30 12:57:03;96;564;121
2023-10-30 12:58:03;96;564;121
2023-10-30 12:59:03;96;564;121
2023-10-30 13:00:02;96;564;121
2023-10-30 13:01:02;96;564;121
2023-10-30 13:02:02;96;564;121
2023-10-30 13:03:02;96;564;121
2023-10-30 13:04:02;96;564;121
2023-10-30 13:05:02;96;564;121
2023-10-30 13:06:02;96;564;121
2023-10-30 13:07:02;96;564;121
2023-10-30 13:08:01;96;564;121
2023-10-30 13:09:01;96;564;121
2023-10-30 13:10:06;96;564;121
2023-10-30 13:11:01;96;564;121
2023-10-30 13:12:05;96;564;121
2023-10-30 13:13:05;96;564;121
2023-10-30 13:14:05;96;564;121
2023-10-30 13:15:05;96;564;121
2023-10-30 13:16:05;96;564;121
2023-10-30 13:17:05;96;564;121
2023-10-30 13:18:04;96;564;121
2023-10-30 13:19:04;96;564;121
2023-10-30 13:20:04;96;564;121
2023-10-30 13:21:04;96;564;121
2023-10-30 13:22:04;96;564;121
2023-10-30 13:23:04;96;564;121
2023-10-30 13:24:04;96;564;121
2023-10-30 13:25:03;96;564;121
2023-10-30 13:26:03;96;564;121
2023-10-30 13:27:03;96;564;121
2023-10-30 13:28:03;96;564;121
2023-10-30 13:29:03;96;564;121
2023-10-30 13:30:03;96;564;121
2023-10-30 13:31:03;96;564;121
2023-10-30 13:32:02;96;564;121
2023-10-30 13:33:02;96;564;121
2023-10-30 13:34:02;96;564;121
2023-10-30 13:35:02;96;564;121
2023-10-30 13:36:02;96;564;121
2023-10-30 13:37:02;96;564;121
2023-10-30 13:38:01;96;564;121
2023-10-30 13:39:01;96;564;121
2023-10-30 13:40:01;96;564;121
2023-10-30 13:41:05;96;564;121
2023-10-30 13:42:01;96;564;121
2023-10-30 13:43:05;96;564;121
2023-10-30 13:44:05;96;564;121
2023-10-30 13:45:05;97;564;121
2023-10-30 13:46:05;96;564;121
2023-10-30 13:47:05;96;564;121
2023-10-30 13:48:04;96;564;121
2023-10-30 13:49:04;97;564;121
2023-10-30 13:50:04;96;564;121
2023-10-30 13:51:04;96;564;121
2023-10-30 13:52:04;96;564;121
2023-10-30 13:53:04;96;564;121
2023-10-30 13:54:04;96;564;121
2023-10-30 13:55:03;96;564;121
2023-10-30 13:56:03;96;564;121
2023-10-30 13:57:03;96;564;121
2023-10-30 13:58:03;96;564;121
2023-10-30 13:59:03;96;564;121
2023-10-30 14:00:03;96;564;121
2023-10-30 14:01:03;96;564;121
2023-10-30 14:02:02;96;564;121
2023-10-30 14:03:02;96;564;121
2023-10-30 14:04:02;96;564;121
2023-10-30 14:05:02;96;564;121
2023-10-30 14:06:02;96;564;121
2023-10-30 14:07:02;96;564;121
2023-10-30 14:08:01;96;564;121
2023-10-30 14:09:01;96;564;121
2023-10-30 14:10:01;96;564;121
2023-10-30 14:11:05;96;564;121
2023-10-30 14:12:01;96;564;121
2023-10-30 14:13:05;96;564;121
2023-10-30 14:14:01;96;564;121
2023-10-30 14:15:05;96;564;121
2023-10-30 14:16:05;96;564;121
2023-10-30 14:17:05;96;564;121
2023-10-30 14:18:05;96;564;121
2023-10-30 14:19:04;96;564;121
2023-10-30 14:20:04;96;564;121
2023-10-30 14:21:04;96;564;121
2023-10-30 14:22:04;96;564;121
2023-10-30 14:23:04;96;564;121
2023-10-30 14:24:03;96;564;121
2023-10-30 14:25:03;96;564;121
2023-10-30 14:26:03;96;564;121
2023-10-30 14:27:03;96;564;121
2023-10-30 14:28:03;96;564;121
2023-10-30 14:29:03;96;564;121
2023-10-30 14:30:02;96;564;121
2023-10-30 14:31:02;96;564;121
2023-10-30 14:32:02;96;564;121
2023-10-30 14:33:02;96;564;121
2023-10-30 14:34:02;96;564;121
2023-10-30 14:35:02;96;564;121
2023-10-30 14:36:01;96;564;121
2023-10-30 14:37:01;96;564;121
2023-10-30 14:38:06;96;564;121
2023-10-30 14:39:01;96;564;121
2023-10-30 14:40:05;96;564;121
2023-10-30 14:41:05;96;564;121
2023-10-30 14:42:05;96;564;121
2023-10-30 14:43:05;96;564;121
2023-10-30 14:44:05;96;564;121
2023-10-30 14:45:04;96;564;121
2023-10-30 14:46:04;96;564;121
2023-10-30 14:47:04;96;564;121
2023-10-30 14:48:04;96;564;121
2023-10-30 14:49:04;96;564;121
2023-10-30 14:50:04;96;564;121
2023-10-30 14:51:03;96;564;121
2023-10-30 14:52:03;96;564;121
2023-10-30 14:53:03;96;564;121
2023-10-30 14:54:03;96;564;121
2023-10-30 14:55:03;96;564;121
2023-10-30 14:56:03;96;564;121
2023-10-30 14:57:02;96;564;121
2023-10-30 14:58:02;96;564;121
2023-10-30 14:59:02;96;564;121
2023-10-30 15:00:02;96;563;122
2023-10-30 15:01:02;96;564;121
2023-10-30 15:02:02;96;564;121
2023-10-30 15:03:01;96;564;121
2023-10-30 15:04:01;96;564;121
2023-10-30 15:05:05;96;564;121
2023-10-30 15:06:01;96;564;121
2023-10-30 15:07:05;96;564;121
2023-10-30 15:08:05;96;564;121
2023-10-30 15:09:05;96;564;121
2023-10-30 15:10:05;96;564;121
2023-10-30 15:11:04;96;564;121
2023-10-30 15:12:04;96;564;121
2023-10-30 15:13:04;96;564;121
2023-10-30 15:14:04;96;564;121
2023-10-30 15:15:04;96;564;121
2023-10-30 15:16:04;96;564;121
2023-10-30 15:17:03;96;564;121
2023-10-30 15:18:03;96;564;121
2023-10-30 15:19:03;96;564;121
2023-10-30 15:20:03;96;564;121
2023-10-30 15:21:03;96;564;121
2023-10-30 15:22:03;96;564;121
2023-10-30 15:23:02;96;564;121
2023-10-30 15:24:02;96;564;121
2023-10-30 15:25:02;96;564;121
2023-10-30 15:26:02;96;564;121
2023-10-30 15:27:02;96;564;121
2023-10-30 15:28:01;96;564;121
2023-10-30 15:29:01;96;564;121
2023-10-30 15:30:06;96;564;121
2023-10-30 15:31:01;96;564;121
2023-10-30 15:32:05;96;564;121
2023-10-30 15:33:05;96;564;121
2023-10-30 15:34:05;96;564;121
2023-10-30 15:35:05;96;564;121
2023-10-30 15:36:05;96;564;121
2023-10-30 15:37:04;96;564;121
2023-10-30 15:38:04;96;564;121
2023-10-30 15:39:04;96;564;121
2023-10-30 15:40:04;96;564;121
2023-10-30 15:41:04;96;564;121
2023-10-30 15:42:04;96;564;121
2023-10-30 15:43:03;96;564;121
2023-10-30 15:44:03;96;564;121
2023-10-30 15:45:03;96;564;121
2023-10-30 15:46:03;96;564;121
2023-10-30 15:47:03;96;564;121
2023-10-30 15:48:03;96;564;121
2023-10-30 15:49:02;96;564;121
2023-10-30 15:50:02;96;564;121
2023-10-30 15:51:02;96;564;121
2023-10-30 15:52:02;96;564;121
2023-10-30 15:53:02;96;564;121
2023-10-30 15:54:01;96;564;121
2023-10-30 15:55:01;96;564;121
2023-10-30 15:56:05;96;564;121
2023-10-30 15:57:01;96;564;121
2023-10-30 15:58:05;96;564;121
2023-10-30 15:59:05;96;564;121
2023-10-30 16:00:05;96;564;121
2023-10-30 16:01:04;96;564;121
2023-10-30 16:02:04;96;564;121
2023-10-30 16:03:04;96;564;121
2023-10-30 16:04:04;96;564;121
2023-10-30 16:05:04;96;564;121
2023-10-30 16:06:03;96;564;121
2023-10-30 16:07:03;96;564;121
2023-10-30 16:08:03;96;564;121
2023-10-30 16:09:03;96;564;121
2023-10-30 16:10:03;96;564;121
2023-10-30 16:11:02;96;564;121
2023-10-30 16:12:02;96;564;121
2023-10-30 16:13:02;96;564;121
2023-10-30 16:14:02;96;564;121
2023-10-30 16:15:02;96;564;121
2023-10-30 16:16:02;96;564;121
2023-10-30 16:17:01;96;564;121
2023-10-30 16:18:01;96;564;121
2023-10-30 16:19:05;96;564;121
2023-10-30 16:20:01;96;564;121
2023-10-30 16:21:05;96;564;121
2023-10-30 16:22:05;96;564;121
2023-10-30 16:23:05;96;564;121
2023-10-30 16:24:04;96;564;121
2023-10-30 16:25:04;96;564;121
2023-10-30 16:26:04;96;564;121
2023-10-30 16:27:04;96;564;121
2023-10-30 16:28:04;96;564;121
2023-10-30 16:29:04;96;564;121
2023-10-30 16:30:03;96;564;121
2023-10-30 16:31:03;96;564;121
2023-10-30 16:32:03;96;564;121
2023-10-30 16:33:03;96;564;121
2023-10-30 16:34:03;96;564;121
2023-10-30 16:35:02;96;564;121
2023-10-30 16:36:02;96;564;121
2023-10-30 16:37:02;96;564;121
2023-10-30 16:38:02;96;564;121
2023-10-30 16:39:02;96;564;121
2023-10-30 16:40:01;96;564;121
2023-10-30 16:41:01;96;564;121
2023-10-30 16:42:05;96;564;121
2023-10-30 16:43:01;96;564;121
2023-10-30 16:44:05;96;564;121
2023-10-30 16:45:05;96;564;121
2023-10-30 16:46:05;96;564;121
2023-10-30 16:47:05;96;564;121
2023-10-30 16:48:04;96;564;121
2023-10-30 16:49:04;96;564;121
2023-10-30 16:50:04;96;564;121
2023-10-30 16:51:04;96;564;121
2023-10-30 16:52:04;96;564;121
2023-10-30 16:53:03;96;564;121
2023-10-30 16:54:03;96;564;121
2023-10-30 16:55:03;96;564;121
2023-10-30 16:56:03;96;564;121
2023-10-30 16:57:03;96;564;121
2023-10-30 16:58:02;96;564;121
2023-10-30 16:59:02;96;564;121
2023-10-30 17:00:02;96;564;121
2023-10-30 17:01:02;96;564;121
2023-10-30 17:02:02;96;564;121
2023-10-30 17:03:02;96;564;121
2023-10-30 17:04:01;96;564;121
2023-10-30 17:05:01;96;564;121
2023-10-30 17:06:06;96;564;121
2023-10-30 17:07:01;96;564;121
2023-10-30 17:08:05;96;564;121
2023-10-30 17:09:05;96;564;121
2023-10-30 17:10:05;96;564;121
2023-10-30 17:11:05;96;564;121
2023-10-30 17:12:04;96;564;121
2023-10-30 17:13:04;96;564;121
2023-10-30 17:14:04;96;564;121
2023-10-30 17:15:04;96;564;121
2023-10-30 17:16:04;96;564;121
2023-10-30 17:17:04;96;564;121
2023-10-30 17:18:04;96;564;121
2023-10-30 17:19:03;96;564;121
2023-10-30 17:20:03;96;564;121
2023-10-30 17:21:03;96;564;121
2023-10-30 17:22:03;96;564;121
2023-10-30 17:23:03;96;564;121
2023-10-30 17:24:02;96;564;121
2023-10-30 17:25:02;96;564;121
2023-10-30 17:26:02;96;564;121
2023-10-30 17:27:02;96;564;121
2023-10-30 17:28:02;96;564;121
2023-10-30 17:29:02;96;564;121
2023-10-30 17:30:01;96;564;121
2023-10-30 17:31:01;96;564;121
2023-10-30 17:32:05;96;564;121
2023-10-30 17:33:01;96;564;121
2023-10-30 17:34:05;96;564;121
2023-10-30 17:35:05;96;564;121
2023-10-30 17:36:05;96;564;121
2023-10-30 17:37:05;96;564;121
2023-10-30 17:38:04;96;563;122
2023-10-30 17:39:04;96;563;122
2023-10-30 17:40:04;96;564;121
2023-10-30 17:41:04;96;564;121
2023-10-30 17:42:04;96;564;121
2023-10-30 17:43:04;96;564;121
2023-10-30 17:44:03;96;564;121
2023-10-30 17:45:03;96;564;121
2023-10-30 17:46:03;96;564;121
2023-10-30 17:47:03;96;564;121
2023-10-30 17:48:03;96;564;121
