2023-02-24;2023-03-23; 17,3; 39,0; 25,16
2023-03-23;2023-03-30; 19,8; 37,3; 27,65
2023-03-30;2023-04-27; 17,3; 39,0; 25,06
2023-04-27;2023-05-30; 17,3; 39,0; 25,63
2023-05-30;2023-06-29; 17,3; 39,0; 25,22
2023-06-29;2023-08-09; 17,3; 39,0; 25,11
2023-08-09;2023-08-31; 17,8; 37,3; 25,98
2023-08-31;2023-09-04; 18,6; 39,0; 24,63
2023-09-04;2023-09-28; 17,3; 37,0; 25,22
2023-09-28;2023-10-24; 17,3; 39,0; 25,20
2023-10-24;2023-11-29; 17,3; 39,0; 25,59
2023-11-29;2023-12-21; 17,3; 39,0; 24,80
