2023-12-05 00:00:03;4.16;99;22.90;107.15
2023-12-05 00:01:04;4.16;99;22.90;107.01
2023-12-05 00:02:05;4.16;99;22.80;107.20
2023-12-05 00:03:05;4.16;99;23.00;107.17
2023-12-05 00:04:02;4.14;99;23.00;107.13
2023-12-05 00:05:03;4.16;99;22.80;107.13
2023-12-05 00:06:03;4.14;99;22.80;106.72
2023-12-05 00:07:04;4.16;99;22.80;107.10
2023-12-05 00:08:05;4.14;99;23.00;106.79
2023-12-05 00:09:06;4.16;99;22.80;107.13
2023-12-05 00:10:02;4.15;99;22.70;106.66
2023-12-05 00:11:03;4.16;99;22.50;106.70
2023-12-05 00:12:04;4.16;99;22.80;106.68
2023-12-05 00:13:05;4.15;99;22.70;106.70
2023-12-05 00:14:05;4.15;99;22.70;106.73
2023-12-05 00:15:02;4.16;99;22.80;106.68
2023-12-05 00:16:03;4.16;99;22.80;106.61
2023-12-05 00:17:03;4.16;99;22.80;106.75
2023-12-05 00:18:04;4.15;99;22.70;106.73
2023-12-05 00:19:05;4.15;99;22.60;107.16
2023-12-05 00:20:06;4.16;99;22.80;107.13
2023-12-05 00:21:02;4.16;99;22.90;106.74
2023-12-05 00:22:03;4.16;99;22.90;106.74
2023-12-05 00:23:04;4.16;99;22.80;106.72
2023-12-05 00:24:05;4.14;99;22.70;106.66
2023-12-05 00:25:05;4.16;99;22.70;106.66
2023-12-05 00:26:06;4.15;99;22.80;106.72
2023-12-05 00:27:02;4.15;99;22.80;107.17
2023-12-05 00:28:03;4.16;99;22.80;106.61
2023-12-05 00:29:04;4.16;99;22.80;107.13
2023-12-05 00:30:05;4.16;99;22.70;107.15
2023-12-05 00:31:06;4.16;99;22.80;106.75
2023-12-05 00:32:02;4.16;99;22.80;107.13
2023-12-05 00:33:03;4.15;99;22.60;106.75
2023-12-05 00:34:04;4.14;99;22.60;107.16
2023-12-05 00:35:04;4.16;99;22.70;107.15
2023-12-05 00:36:05;4.16;99;22.60;107.06
2023-12-05 00:37:06;4.15;99;22.60;107.13
2023-12-05 00:38:02;4.16;99;22.80;107.17
2023-12-05 00:39:03;4.16;99;22.80;107.13
2023-12-05 00:40:04;4.15;99;22.70;107.15
2023-12-05 00:41:05;4.16;99;22.50;107.14
2023-12-05 00:42:05;4.15;99;22.40;106.47
2023-12-05 00:43:02;4.14;99;22.60;107.09
2023-12-05 00:44:03;4.16;99;22.50;107.11
2023-12-05 00:45:03;4.16;99;22.80;106.82
2023-12-05 00:46:04;4.14;99;22.70;107.15
2023-12-05 00:47:05;4.16;99;22.70;107.11
2023-12-05 00:48:06;4.16;99;22.40;107.09
2023-12-05 00:49:02;4.15;99;22.60;107.16
2023-12-05 00:50:03;4.16;99;22.50;107.07
2023-12-05 00:51:04;4.16;99;22.50;106.83
2023-12-05 00:52:04;4.16;99;22.40;106.68
2023-12-05 00:53:05;4.16;99;22.30;106.69
2023-12-05 00:54:06;4.16;99;22.20;107.02
2023-12-05 00:55:02;4.16;99;22.40;106.68
2023-12-05 00:56:03;4.16;99;22.40;106.68
2023-12-05 00:57:04;4.16;99;22.50;106.70
2023-12-05 00:58:05;4.16;99;22.50;107.11
2023-12-05 00:59:06;4.16;99;22.40;107.09
2023-12-05 01:00:02;4.14;99;22.60;106.51
2023-12-05 01:01:03;4.16;99;22.50;106.76
2023-12-05 01:02:04;4.16;99;22.50;106.70
2023-12-05 01:03:04;4.16;99;22.50;106.73
2023-12-05 01:04:05;4.16;99;22.30;106.69
2023-12-05 01:05:06;4.16;99;22.30;107.07
2023-12-05 01:06:02;4.16;99;22.40;107.12
2023-12-05 01:07:03;4.16;99;22.40;106.71
2023-12-05 01:08:04;4.16;99;22.40;106.68
2023-12-05 01:09:05;4.16;99;22.30;106.73
2023-12-05 01:10:05;4.16;99;22.30;106.69
2023-12-05 01:11:02;4.16;99;22.40;106.75
2023-12-05 01:12:03;4.16;99;22.30;106.69
2023-12-05 01:13:04;4.15;99;22.30;106.69
2023-12-05 01:14:04;4.15;99;22.40;106.75
2023-12-05 01:15:05;4.15;99;22.30;107.11
2023-12-05 01:16:06;4.16;99;22.20;107.09
2023-12-05 01:17:02;4.15;99;22.30;107.14
2023-12-05 01:18:03;4.15;99;22.30;107.11
2023-12-05 01:19:04;4.14;99;22.40;107.16
2023-12-05 01:20:05;4.14;99;22.40;107.09
2023-12-05 01:21:05;4.16;99;22.30;106.69
2023-12-05 01:22:06;4.15;99;22.30;107.17
2023-12-05 01:23:02;4.16;99;22.30;107.21
2023-12-05 01:24:03;4.15;99;22.40;107.12
2023-12-05 01:25:04;4.16;99;22.20;106.67
2023-12-05 01:26:05;4.15;99;22.30;106.76
2023-12-05 01:27:06;4.16;99;22.20;107.09
2023-12-05 01:28:02;4.16;99;22.10;107.07
2023-12-05 01:29:03;4.16;99;22.20;106.71
2023-12-05 01:30:03;4.16;99;22.30;106.73
2023-12-05 01:31:04;4.15;99;22.30;106.80
2023-12-05 01:32:05;4.16;99;22.20;106.74
2023-12-05 01:33:06;4.15;99;22.30;106.76
2023-12-05 01:34:02;4.16;99;22.10;106.31
2023-12-05 01:35:03;4.15;99;22.30;106.73
2023-12-05 01:36:04;4.16;99;22.20;106.74
2023-12-05 01:37:04;4.16;99;22.00;106.26
2023-12-05 01:38:05;4.15;99;22.10;106.72
2023-12-05 01:39:06;4.15;99;22.00;106.67
2023-12-05 01:40:02;4.16;99;22.20;106.71
2023-12-05 01:41:03;4.15;99;22.20;106.78
2023-12-05 01:42:04;4.16;99;22.30;106.69
2023-12-05 01:43:05;4.16;99;22.10;106.72
2023-12-05 01:44:06;4.15;99;22.30;106.59
2023-12-05 01:45:02;4.16;99;22.10;106.69
2023-12-05 01:46:03;4.16;99;22.10;106.76
2023-12-05 01:47:04;4.16;99;22.20;107.16
2023-12-05 01:48:04;4.16;99;22.20;106.74
2023-12-05 01:49:05;4.16;99;22.10;106.72
2023-12-05 01:50:06;4.16;99;21.90;106.65
2023-12-05 01:51:02;4.16;99;22.20;106.67
2023-12-05 01:52:03;4.15;99;22.30;107.21
2023-12-05 01:53:04;4.16;99;22.20;107.26
2023-12-05 01:54:05;4.16;99;21.90;106.69
2023-12-05 01:55:05;4.16;99;22.10;106.69
2023-12-05 01:56:02;4.16;99;22.10;106.79
2023-12-05 01:57:02;4.16;99;21.80;106.67
2023-12-05 01:58:03;4.16;99;22.00;106.29
2023-12-05 01:59:04;4.16;99;22.10;106.69
2023-12-05 02:00:05;4.16;99;21.90;106.69
2023-12-05 02:01:06;4.15;99;21.90;106.72
2023-12-05 02:02:02;4.15;99;21.90;107.17
2023-12-05 02:03:03;4.13;99;22.00;107.12
2023-12-05 02:04:03;4.16;99;21.80;106.70
2023-12-05 02:05:04;4.15;99;22.10;106.69
2023-12-05 02:06:05;4.14;99;21.90;106.72
2023-12-05 02:07:06;4.16;99;22.00;106.74
2023-12-05 02:08:02;4.16;99;21.80;106.67
2023-12-05 02:09:03;4.14;99;22.20;107.19
2023-12-05 02:10:04;4.15;99;21.90;106.58
2023-12-05 02:11:04;4.16;99;21.80;106.67
2023-12-05 02:12:05;4.16;99;22.10;106.76
2023-12-05 02:13:06;4.16;99;21.90;106.48
2023-12-05 02:14:02;4.15;99;21.90;106.69
2023-12-05 02:15:03;4.16;99;21.70;106.30
2023-12-05 02:16:04;4.16;99;22.20;106.67
2023-12-05 02:17:05;4.14;99;22.10;106.76
2023-12-05 02:18:05;4.16;99;22.00;106.74
2023-12-05 02:19:02;4.14;99;21.80;106.70
2023-12-05 02:20:03;4.16;99;22.00;106.67
2023-12-05 02:21:03;4.16;99;21.80;107.08
2023-12-05 02:22:04;4.16;99;21.80;106.70
2023-12-05 02:23:05;4.15;99;21.80;106.70
2023-12-05 02:24:06;4.16;99;21.80;107.12
2023-12-05 02:25:02;4.16;99;22.00;106.67
2023-12-05 02:26:03;4.16;99;22.10;107.07
2023-12-05 02:27:04;4.16;99;22.00;106.64
2023-12-05 02:28:04;4.15;99;21.90;106.82
2023-12-05 02:29:05;4.15;99;21.80;106.77
2023-12-05 02:30:06;4.16;99;22.00;107.15
2023-12-05 02:31:02;4.16;99;22.10;106.76
2023-12-05 02:32:03;4.13;99;21.90;106.31
2023-12-05 02:33:04;4.15;99;21.90;106.34
2023-12-05 02:34:05;4.16;99;22.10;106.76
2023-12-05 02:35:05;4.16;99;22.10;106.72
2023-12-05 02:36:02;4.16;99;21.90;106.69
2023-12-05 02:37:03;4.15;99;21.90;106.69
2023-12-05 02:38:03;4.15;99;21.90;107.17
2023-12-05 02:39:04;4.14;99;21.90;107.20
2023-12-05 02:40:05;4.15;99;21.90;107.07
2023-12-05 02:41:06;4.16;99;21.80;106.74
2023-12-05 02:42:02;4.16;99;21.90;106.89
2023-12-05 02:43:03;4.16;99;22.00;106.81
2023-12-05 02:44:04;4.14;99;21.90;106.79
2023-12-05 02:45:04;4.14;99;21.90;107.10
2023-12-05 02:46:05;4.16;99;21.90;107.17
2023-12-05 02:47:06;4.16;99;21.80;107.15
2023-12-05 02:48:02;4.13;99;21.90;107.13
2023-12-05 02:49:03;4.15;99;21.90;106.69
2023-12-05 02:50:04;4.15;99;21.90;107.20
2023-12-05 02:51:05;4.15;99;22.00;106.81
2023-12-05 02:52:05;4.14;99;21.90;106.79
2023-12-05 02:53:06;4.16;99;21.80;106.81
2023-12-05 02:54:02;4.15;99;21.80;106.81
2023-12-05 02:55:03;4.16;99;21.90;106.76
2023-12-05 02:56:04;4.16;99;21.90;106.82
2023-12-05 02:57:05;4.15;99;21.80;106.36
2023-12-05 02:58:06;4.15;99;21.90;106.79
2023-12-05 02:59:02;4.13;99;21.70;106.75
2023-12-05 03:00:03;4.16;99;21.80;105.91
2023-12-05 03:01:03;4.16;99;21.80;106.70
2023-12-05 03:02:04;4.16;99;21.70;106.68
2023-12-05 03:03:05;4.16;99;21.60;106.73
2023-12-05 03:04:06;4.16;99;21.70;106.79
2023-12-05 03:05:02;4.16;99;21.70;106.30
2023-12-05 03:06:03;4.16;99;21.70;106.30
2023-12-05 03:07:04;4.16;99;21.60;106.73
2023-12-05 03:08:04;4.16;99;21.80;106.74
2023-12-05 03:09:05;4.15;99;21.80;106.56
2023-12-05 03:10:06;4.16;99;21.90;106.69
2023-12-05 03:11:02;4.15;99;21.90;106.82
2023-12-05 03:12:03;4.16;99;22.00;106.40
2023-12-05 03:13:04;4.16;99;21.80;106.70
2023-12-05 03:14:05;4.16;99;21.80;106.36
2023-12-05 03:15:06;4.14;99;21.90;107.00
2023-12-05 03:16:02;4.16;99;21.90;106.34
2023-12-05 03:17:03;4.16;99;21.70;106.79
2023-12-05 03:18:03;4.16;99;21.80;106.70
2023-12-05 03:19:04;4.15;99;21.80;106.81
2023-12-05 03:20:05;4.16;99;21.70;106.75
2023-12-05 03:21:06;4.15;99;21.80;106.70
